Timestep ;Biomass (MW);Energy storage (MW);Fossil Brown coal/Lignite (MW);Fossil Coal-derived gas (MW);Fossil Gas (MW);Fossil Hard coal (MW);Fossil Oil (MW);Fossil Oil shale (MW);Fossil Peat (MW);Geothermal (MW);Hydro Pumped Storage (MW);Hydro Run-of-river and pondage (MW);Hydro Water Reservoir (MW);Marine (MW);Nuclear (MW);Other (MW);Other renewable (MW);Solar (MW);Waste (MW);Wind Offshore (MW);Wind Onshore (MW)
11/04/2024 19:00:00 - 11/04/2024 20:00:00;357.00;n/e;n/e;n/e;772.00;0.00;173.00;n/e;n/e;n/e;2925.00;6138.00;1838.00;n/e;41702.00;n/e;n/e;1593.00;181.00;3.00;1516.00
11/04/2024 20:00:00 - 11/04/2024 21:00:00;358.00;n/e;n/e;n/e;994.00;0.00;280.00;n/e;n/e;n/e;3793.00;6541.00;2248.00;n/e;41999.00;n/e;n/e;346.00;184.00;4.00;1532.00
11/04/2024 21:00:00 - 11/04/2024 22:00:00;357.00;n/e;n/e;n/e;940.00;0.00;243.00;n/e;n/e;n/e;3639.00;6580.00;2075.00;n/e;42055.00;n/e;n/e;0.00;187.00;0.00;1695.00
11/04/2024 22:00:00 - 11/04/2024 23:00:00;354.00;n/e;n/e;n/e;867.00;0.00;203.00;n/e;n/e;n/e;3369.00;6477.00;1827.00;n/e;42103.00;n/e;n/e;0.00;189.00;0.00;1755.00
11/04/2024 23:00:00 - 12/04/2024 00:00:00;352.00;n/e;n/e;n/e;657.00;0.00;126.00;n/e;n/e;n/e;3100.00;6155.00;1743.00;n/e;42112.00;n/e;n/e;0.00;188.00;0.00;1690.00
12/04/2024 00:00:00 - 12/04/2024 01:00:00;355.00;n/e;n/e;n/e;651.00;0.00;126.00;n/e;n/e;n/e;2237.00;5911.00;1268.00;n/e;41012.00;n/e;n/e;0.00;190.00;11.00;1613.00
12/04/2024 01:00:00 - 12/04/2024 02:00:00;350.00;n/e;n/e;n/e;648.00;0.00;126.00;n/e;n/e;n/e;964.00;5890.00;1130.00;n/e;40207.00;n/e;n/e;0.00;185.00;29.00;1597.00
12/04/2024 02:00:00 - 12/04/2024 03:00:00;352.00;n/e;n/e;n/e;653.00;0.00;126.00;n/e;n/e;n/e;;5827.00;989.00;n/e;40130.00;n/e;n/e;0.00;185.00;39.00;1653.00
12/04/2024 03:00:00 - 12/04/2024 04:00:00;348.00;n/e;n/e;n/e;683.00;0.00;124.00;n/e;n/e;n/e;;5739.00;767.00;n/e;39261.00;n/e;n/e;0.00;187.00;34.00;1702.00
12/04/2024 04:00:00 - 12/04/2024 05:00:00;355.00;n/e;n/e;n/e;682.00;0.00;124.00;n/e;n/e;n/e;;5630.00;632.00;n/e;39320.00;n/e;n/e;0.00;186.00;53.00;1712.00
12/04/2024 05:00:00 - 12/04/2024 06:00:00;359.00;n/e;n/e;n/e;675.00;0.00;124.00;n/e;n/e;n/e;;5649.00;700.00;n/e;39559.00;n/e;n/e;0.00;186.00;61.00;1789.00
12/04/2024 06:00:00 - 12/04/2024 07:00:00;358.00;n/e;n/e;n/e;783.00;0.00;125.00;n/e;n/e;n/e;1863.00;6010.00;1356.00;n/e;41468.00;n/e;n/e;220.00;185.00;42.00;1854.00
12/04/2024 07:00:00 - 12/04/2024 08:00:00;359.00;n/e;n/e;n/e;923.00;0.00;126.00;n/e;n/e;n/e;3671.00;6507.00;1927.00;n/e;42117.00;n/e;n/e;513.00;182.00;37.00;1939.00
12/04/2024 08:00:00 - 12/04/2024 09:00:00;359.00;n/e;n/e;n/e;912.00;0.00;126.00;n/e;n/e;n/e;3547.00;6383.00;1867.00;n/e;42085.00;n/e;n/e;2355.00;182.00;46.00;1893.00
12/04/2024 09:00:00 - 12/04/2024 10:00:00;356.00;n/e;n/e;n/e;599.00;0.00;126.00;n/e;n/e;n/e;2841.00;5747.00;1043.00;n/e;41723.00;n/e;n/e;6066.00;183.00;60.00;1445.00
12/04/2024 10:00:00 - 12/04/2024 11:00:00;355.00;n/e;n/e;n/e;590.00;0.00;126.00;n/e;n/e;n/e;649.00;5481.00;726.00;n/e;40345.00;n/e;n/e;9604.00;181.00;75.00;1129.00
12/04/2024 11:00:00 - 12/04/2024 12:00:00;356.00;n/e;n/e;n/e;619.00;0.00;126.00;n/e;n/e;n/e;;5258.00;607.00;n/e;38436.00;n/e;n/e;12085.00;181.00;65.00;1193.00
12/04/2024 12:00:00 - 12/04/2024 13:00:00;355.00;n/e;n/e;n/e;584.00;0.00;126.00;n/e;n/e;n/e;;5244.00;589.00;n/e;36932.00;n/e;n/e;12981.00;185.00;53.00;1340.00
12/04/2024 13:00:00 - 12/04/2024 14:00:00;356.00;n/e;n/e;n/e;590.00;0.00;126.00;n/e;n/e;n/e;;5192.00;482.00;n/e;36439.00;n/e;n/e;10418.00;187.00;38.00;1170.00
12/04/2024 14:00:00 - 12/04/2024 15:00:00;360.00;n/e;n/e;n/e;578.00;0.00;126.00;n/e;n/e;n/e;;5215.00;342.00;n/e;34750.00;n/e;n/e;9863.00;187.00;21.00;1074.00
12/04/2024 15:00:00 - 12/04/2024 16:00:00;358.00;n/e;n/e;n/e;594.00;0.00;126.00;n/e;n/e;n/e;;5350.00;375.00;n/e;34543.00;n/e;n/e;9051.00;182.00;8.00;962.00
12/04/2024 16:00:00 - 12/04/2024 17:00:00;361.00;n/e;n/e;n/e;577.00;0.00;126.00;n/e;n/e;n/e;;5609.00;709.00;n/e;35374.00;n/e;n/e;7663.00;182.00;2.00;900.00
12/04/2024 17:00:00 - 12/04/2024 18:00:00;359.00;n/e;n/e;n/e;585.00;0.00;126.00;n/e;n/e;n/e;;5745.00;652.00;n/e;37580.00;n/e;n/e;7907.00;182.00;16.00;917.00
12/04/2024 18:00:00 - 12/04/2024 19:00:00;361.00;n/e;n/e;n/e;591.00;0.00;126.00;n/e;n/e;n/e;;5922.00;1104.00;n/e;38590.00;n/e;n/e;5118.00;185.00;23.00;900.00
12/04/2024 19:00:00 - 12/04/2024 20:00:00;362.00;n/e;n/e;n/e;700.00;0.00;318.00;n/e;n/e;n/e;1975.00;6215.00;1593.00;n/e;40035.00;n/e;n/e;1768.00;188.00;27.00;879.00
12/04/2024 20:00:00 - 12/04/2024 21:00:00;362.00;n/e;n/e;n/e;929.00;0.00;963.00;n/e;n/e;n/e;3272.00;6616.00;2476.00;n/e;41560.00;n/e;n/e;365.00;190.00;46.00;982.00
12/04/2024 21:00:00 - 12/04/2024 22:00:00;363.00;n/e;n/e;n/e;734.00;0.00;676.00;n/e;n/e;n/e;3331.00;6810.00;2586.00;n/e;41826.00;n/e;n/e;0.00;190.00;84.00;1261.00
12/04/2024 22:00:00 - 12/04/2024 23:00:00;358.00;n/e;n/e;n/e;596.00;0.00;479.00;n/e;n/e;n/e;3536.00;6510.00;2599.00;n/e;41418.00;n/e;n/e;0.00;192.00;121.00;1574.00
12/04/2024 23:00:00 - 13/04/2024 00:00:00;358.00;n/e;n/e;n/e;560.00;0.00;124.00;n/e;n/e;n/e;3578.00;6187.00;2425.00;n/e;40682.00;n/e;n/e;0.00;195.00;105.00;1865.00
13/04/2024 00:00:00 - 13/04/2024 01:00:00;355.00;n/e;n/e;n/e;550.00;0.00;124.00;n/e;n/e;n/e;1892.00;5867.00;1816.00;n/e;39593.00;n/e;n/e;0.00;190.00;41.00;2199.00
13/04/2024 01:00:00 - 13/04/2024 02:00:00;357.00;n/e;n/e;n/e;548.00;0.00;125.00;n/e;n/e;n/e;583.00;5718.00;1597.00;n/e;38405.00;n/e;n/e;0.00;181.00;38.00;2514.00
13/04/2024 02:00:00 - 13/04/2024 03:00:00;359.00;n/e;n/e;n/e;545.00;0.00;125.00;n/e;n/e;n/e;;5640.00;1491.00;n/e;37921.00;n/e;n/e;0.00;178.00;74.00;2410.00
13/04/2024 03:00:00 - 13/04/2024 04:00:00;359.00;n/e;n/e;n/e;545.00;0.00;126.00;n/e;n/e;n/e;;5623.00;1193.00;n/e;36893.00;n/e;n/e;0.00;183.00;165.00;2106.00
13/04/2024 04:00:00 - 13/04/2024 05:00:00;357.00;n/e;n/e;n/e;543.00;0.00;126.00;n/e;n/e;n/e;;5617.00;1134.00;n/e;36183.00;n/e;n/e;0.00;185.00;145.00;2129.00
13/04/2024 05:00:00 - 13/04/2024 06:00:00;357.00;n/e;n/e;n/e;544.00;0.00;126.00;n/e;n/e;n/e;;5603.00;1243.00;n/e;36527.00;n/e;n/e;0.00;185.00;143.00;2231.00
13/04/2024 06:00:00 - 13/04/2024 07:00:00;358.00;n/e;n/e;n/e;541.00;0.00;126.00;n/e;n/e;n/e;;5603.00;1554.00;n/e;37010.00;n/e;n/e;218.00;186.00;111.00;2197.00
13/04/2024 07:00:00 - 13/04/2024 08:00:00;355.00;n/e;n/e;n/e;541.00;0.00;126.00;n/e;n/e;n/e;767.00;5750.00;1578.00;n/e;37641.00;n/e;n/e;513.00;188.00;148.00;2118.00
13/04/2024 08:00:00 - 13/04/2024 09:00:00;358.00;n/e;n/e;n/e;543.00;0.00;126.00;n/e;n/e;n/e;;5622.00;1348.00;n/e;36367.00;n/e;n/e;2389.00;190.00;186.00;2013.00
13/04/2024 09:00:00 - 13/04/2024 10:00:00;359.00;n/e;n/e;n/e;546.00;0.00;126.00;n/e;n/e;n/e;;5326.00;1151.00;n/e;32768.00;n/e;n/e;5928.00;191.00;207.00;1615.00
13/04/2024 10:00:00 - 13/04/2024 11:00:00;359.00;n/e;n/e;n/e;529.00;0.00;126.00;n/e;n/e;n/e;;4926.00;733.00;n/e;29643.00;n/e;n/e;7121.00;183.00;175.00;1083.00
13/04/2024 11:00:00 - 13/04/2024 12:00:00;358.00;n/e;n/e;n/e;527.00;0.00;126.00;n/e;n/e;n/e;;4689.00;663.00;n/e;27806.00;n/e;n/e;8754.00;186.00;95.00;1279.00
13/04/2024 12:00:00 - 13/04/2024 13:00:00;359.00;n/e;n/e;n/e;528.00;0.00;126.00;n/e;n/e;n/e;;4651.00;597.00;n/e;26538.00;n/e;n/e;9988.00;186.00;98.00;1674.00
13/04/2024 13:00:00 - 13/04/2024 14:00:00;360.00;n/e;n/e;n/e;541.00;0.00;126.00;n/e;n/e;n/e;;4517.00;574.00;n/e;24227.00;n/e;n/e;10565.00;188.00;75.00;2080.00
13/04/2024 14:00:00 - 13/04/2024 15:00:00;358.00;n/e;n/e;n/e;550.00;0.00;125.00;n/e;n/e;n/e;;4546.00;561.00;n/e;23263.00;n/e;n/e;10405.00;193.00;71.00;2343.00
13/04/2024 15:00:00 - 13/04/2024 16:00:00;355.00;n/e;n/e;n/e;555.00;0.00;124.00;n/e;n/e;n/e;;4670.00;627.00;n/e;23386.00;n/e;n/e;9675.00;186.00;70.00;2519.00
13/04/2024 16:00:00 - 13/04/2024 17:00:00;354.00;n/e;n/e;n/e;561.00;0.00;125.00;n/e;n/e;n/e;;4846.00;684.00;n/e;25275.00;n/e;n/e;8261.00;184.00;123.00;2552.00
13/04/2024 17:00:00 - 13/04/2024 18:00:00;363.00;n/e;n/e;n/e;568.00;0.00;124.00;n/e;n/e;n/e;;5028.00;873.00;n/e;28203.00;n/e;n/e;6298.00;180.00;105.00;2433.00
13/04/2024 18:00:00 - 13/04/2024 19:00:00;362.00;n/e;n/e;n/e;575.00;0.00;125.00;n/e;n/e;n/e;;5568.00;1398.00;n/e;30154.00;n/e;n/e;4796.00;182.00;104.00;2733.00
13/04/2024 19:00:00 - 13/04/2024 20:00:00;362.00;n/e;n/e;n/e;576.00;0.00;124.00;n/e;n/e;n/e;774.00;5893.00;2090.00;n/e;32307.00;n/e;n/e;1706.00;181.00;158.00;2590.00
13/04/2024 20:00:00 - 13/04/2024 21:00:00;362.00;n/e;n/e;n/e;582.00;0.00;125.00;n/e;n/e;n/e;2534.00;6169.00;2617.00;n/e;33221.00;n/e;n/e;369.00;179.00;279.00;2982.00
13/04/2024 21:00:00 - 13/04/2024 22:00:00;359.00;n/e;n/e;n/e;575.00;0.00;125.00;n/e;n/e;n/e;2993.00;6179.00;2797.00;n/e;33505.00;n/e;n/e;0.00;183.00;265.00;3625.00
13/04/2024 22:00:00 - 13/04/2024 23:00:00;361.00;n/e;n/e;n/e;552.00;0.00;126.00;n/e;n/e;n/e;1963.00;5865.00;2236.00;n/e;33627.00;n/e;n/e;0.00;185.00;206.00;4405.00
13/04/2024 23:00:00 - 14/04/2024 00:00:00;359.00;n/e;n/e;n/e;549.00;0.00;126.00;n/e;n/e;n/e;282.00;5665.00;1945.00;n/e;32767.00;n/e;n/e;0.00;185.00;216.00;4434.00
14/04/2024 00:00:00 - 14/04/2024 01:00:00;357.00;n/e;n/e;n/e;556.00;0.00;126.00;n/e;n/e;n/e;;5378.00;1328.00;n/e;30918.00;n/e;n/e;0.00;188.00;141.00;4262.00
14/04/2024 01:00:00 - 14/04/2024 02:00:00;358.00;n/e;n/e;n/e;553.00;0.00;126.00;n/e;n/e;n/e;;5226.00;1085.00;n/e;29354.00;n/e;n/e;0.00;178.00;161.00;3643.00
14/04/2024 02:00:00 - 14/04/2024 03:00:00;362.00;n/e;n/e;n/e;614.00;0.00;172.00;n/e;n/e;n/e;;5171.00;1008.00;n/e;29012.00;n/e;n/e;0.00;176.00;119.00;3106.00
14/04/2024 03:00:00 - 14/04/2024 04:00:00;362.00;n/e;n/e;n/e;655.00;0.00;384.00;n/e;n/e;n/e;;5185.00;1007.00;n/e;28862.00;n/e;n/e;0.00;179.00;92.00;2602.00
14/04/2024 04:00:00 - 14/04/2024 05:00:00;362.00;n/e;n/e;n/e;726.00;0.00;388.00;n/e;n/e;n/e;;5239.00;1064.00;n/e;28380.00;n/e;n/e;0.00;180.00;94.00;2090.00
14/04/2024 05:00:00 - 14/04/2024 06:00:00;359.00;n/e;n/e;n/e;764.00;0.00;389.00;n/e;n/e;n/e;;5294.00;1162.00;n/e;28411.00;n/e;n/e;0.00;179.00;84.00;1726.00
14/04/2024 06:00:00 - 14/04/2024 07:00:00;357.00;n/e;n/e;n/e;766.00;0.00;390.00;n/e;n/e;n/e;;5370.00;1299.00;n/e;28488.00;n/e;n/e;220.00;179.00;46.00;1512.00
14/04/2024 07:00:00 - 14/04/2024 08:00:00;359.00;n/e;n/e;n/e;713.00;0.00;392.00;n/e;n/e;n/e;;5375.00;1287.00;n/e;28608.00;n/e;n/e;549.00;178.00;38.00;1283.00
14/04/2024 08:00:00 - 14/04/2024 09:00:00;362.00;n/e;n/e;n/e;806.00;0.00;391.00;n/e;n/e;n/e;;5183.00;1048.00;n/e;28269.00;n/e;n/e;2417.00;175.00;48.00;1081.00
14/04/2024 09:00:00 - 14/04/2024 10:00:00;357.00;n/e;n/e;n/e;810.00;0.00;389.00;n/e;n/e;n/e;;4783.00;788.00;n/e;27662.00;n/e;n/e;5659.00;178.00;40.00;915.00
14/04/2024 10:00:00 - 14/04/2024 11:00:00;356.00;n/e;n/e;n/e;698.00;0.00;374.00;n/e;n/e;n/e;;4550.00;533.00;n/e;26770.00;n/e;n/e;6624.00;182.00;30.00;664.00
14/04/2024 11:00:00 - 14/04/2024 12:00:00;360.00;n/e;n/e;n/e;681.00;0.00;129.00;n/e;n/e;n/e;;4359.00;575.00;n/e;24637.00;n/e;n/e;8635.00;173.00;15.00;647.00
14/04/2024 12:00:00 - 14/04/2024 13:00:00;361.00;n/e;n/e;n/e;681.00;0.00;126.00;n/e;n/e;n/e;;4327.00;613.00;n/e;24090.00;n/e;n/e;9970.00;183.00;5.00;657.00
14/04/2024 13:00:00 - 14/04/2024 14:00:00;361.00;n/e;n/e;n/e;704.00;0.00;125.00;n/e;n/e;n/e;;4137.00;541.00;n/e;22826.00;n/e;n/e;10719.00;180.00;0.00;672.00
14/04/2024 14:00:00 - 14/04/2024 15:00:00;346.00;n/e;n/e;n/e;570.00;0.00;126.00;n/e;n/e;n/e;;4167.00;502.00;n/e;21703.00;n/e;n/e;9975.00;176.00;2.00;682.00
14/04/2024 15:00:00 - 14/04/2024 16:00:00;343.00;n/e;n/e;n/e;494.00;0.00;126.00;n/e;n/e;n/e;;4269.00;529.00;n/e;22354.00;n/e;n/e;9191.00;174.00;0.00;722.00
14/04/2024 16:00:00 - 14/04/2024 17:00:00;354.00;n/e;n/e;n/e;503.00;0.00;126.00;n/e;n/e;n/e;;4456.00;588.00;n/e;24198.00;n/e;n/e;7862.00;166.00;5.00;773.00
14/04/2024 17:00:00 - 14/04/2024 18:00:00;353.00;n/e;n/e;n/e;508.00;0.00;126.00;n/e;n/e;n/e;;4923.00;971.00;n/e;26569.00;n/e;n/e;7745.00;167.00;45.00;1066.00
14/04/2024 18:00:00 - 14/04/2024 19:00:00;364.00;n/e;n/e;n/e;510.00;0.00;126.00;n/e;n/e;n/e;;5369.00;1467.00;n/e;31737.00;n/e;n/e;4553.00;170.00;79.00;1194.00
14/04/2024 19:00:00 - 14/04/2024 20:00:00;362.00;n/e;n/e;n/e;487.00;0.00;126.00;n/e;n/e;n/e;2170.00;5648.00;2062.00;n/e;34145.00;n/e;n/e;1556.00;172.00;159.00;1458.00
14/04/2024 20:00:00 - 14/04/2024 21:00:00;354.00;n/e;n/e;n/e;465.00;0.00;126.00;n/e;n/e;n/e;3019.00;5919.00;2368.00;n/e;36097.00;n/e;n/e;356.00;173.00;231.00;1968.00
14/04/2024 21:00:00 - 14/04/2024 22:00:00;365.00;n/e;n/e;n/e;464.00;0.00;126.00;n/e;n/e;n/e;3275.00;6069.00;2512.00;n/e;37128.00;n/e;n/e;0.00;173.00;151.00;2687.00
14/04/2024 22:00:00 - 14/04/2024 23:00:00;365.00;n/e;n/e;n/e;462.00;0.00;126.00;n/e;n/e;n/e;2930.00;5907.00;2191.00;n/e;37141.00;n/e;n/e;0.00;174.00;207.00;3109.00
14/04/2024 23:00:00 - 15/04/2024 00:00:00;360.00;n/e;n/e;n/e;468.00;0.00;126.00;n/e;n/e;n/e;2226.00;5785.00;1926.00;n/e;36312.00;n/e;n/e;0.00;177.00;435.00;3205.00
15/04/2024 00:00:00 - 15/04/2024 01:00:00;360.00;n/e;n/e;n/e;476.00;0.00;126.00;n/e;n/e;n/e;1298.00;5655.00;1423.00;n/e;33579.00;n/e;n/e;0.00;179.00;395.00;2798.00
15/04/2024 01:00:00 - 15/04/2024 02:00:00;362.00;n/e;n/e;n/e;475.00;0.00;126.00;n/e;n/e;n/e;151.00;5511.00;1202.00;n/e;32565.00;n/e;n/e;0.00;178.00;280.00;2276.00
15/04/2024 02:00:00 - 15/04/2024 03:00:00;361.00;n/e;n/e;n/e;475.00;0.00;126.00;n/e;n/e;n/e;;5450.00;1153.00;n/e;32327.00;n/e;n/e;0.00;177.00;326.00;2587.00
15/04/2024 03:00:00 - 15/04/2024 04:00:00;359.00;n/e;n/e;n/e;474.00;0.00;126.00;n/e;n/e;n/e;;5439.00;1052.00;n/e;30891.00;n/e;n/e;0.00;178.00;306.00;2917.00
15/04/2024 04:00:00 - 15/04/2024 05:00:00;355.00;n/e;n/e;n/e;475.00;0.00;126.00;n/e;n/e;n/e;;5523.00;1093.00;n/e;30679.00;n/e;n/e;0.00;174.00;391.00;3335.00
15/04/2024 05:00:00 - 15/04/2024 06:00:00;361.00;n/e;n/e;n/e;474.00;0.00;126.00;n/e;n/e;n/e;;5583.00;1046.00;n/e;31797.00;n/e;n/e;0.00;175.00;524.00;3704.00
15/04/2024 06:00:00 - 15/04/2024 07:00:00;362.00;n/e;n/e;n/e;474.00;0.00;126.00;n/e;n/e;n/e;298.00;5837.00;1517.00;n/e;34258.00;n/e;n/e;225.00;168.00;658.00;4151.00
15/04/2024 07:00:00 - 15/04/2024 08:00:00;360.00;n/e;n/e;n/e;491.00;0.00;126.00;n/e;n/e;n/e;554.00;5781.00;1232.00;n/e;35869.00;n/e;n/e;477.00;157.00;722.00;4885.00
15/04/2024 08:00:00 - 15/04/2024 09:00:00;360.00;n/e;n/e;n/e;481.00;0.00;126.00;n/e;n/e;n/e;1479.00;5850.00;1366.00;n/e;36385.00;n/e;n/e;1694.00;160.00;793.00;5756.00
15/04/2024 09:00:00 - 15/04/2024 10:00:00;363.00;n/e;n/e;n/e;509.00;0.00;125.00;n/e;n/e;n/e;1100.00;5751.00;915.00;n/e;34835.00;n/e;n/e;3649.00;164.00;863.00;7322.00
15/04/2024 10:00:00 - 15/04/2024 11:00:00;366.00;n/e;n/e;n/e;515.00;0.00;126.00;n/e;n/e;n/e;;5377.00;625.00;n/e;32650.00;n/e;n/e;5397.00;157.00;895.00;10017.00
15/04/2024 11:00:00 - 15/04/2024 12:00:00;367.00;n/e;n/e;n/e;504.00;0.00;126.00;n/e;n/e;n/e;;5320.00;571.00;n/e;31716.00;n/e;n/e;6822.00;157.00;913.00;12341.00
15/04/2024 12:00:00 - 15/04/2024 13:00:00;369.00;n/e;n/e;n/e;508.00;0.00;126.00;n/e;n/e;n/e;1350.00;5300.00;1257.00;n/e;32542.00;n/e;n/e;7016.00;157.00;923.00;7222.00
15/04/2024 13:00:00 - 15/04/2024 14:00:00;369.00;n/e;n/e;n/e;508.00;0.00;126.00;n/e;n/e;n/e;300.00;5186.00;1148.00;n/e;32632.00;n/e;n/e;7715.00;160.00;917.00;6666.00
15/04/2024 14:00:00 - 15/04/2024 15:00:00;367.00;n/e;n/e;n/e;533.00;0.00;126.00;n/e;n/e;n/e;;5082.00;1154.00;n/e;32633.00;n/e;n/e;8075.00;158.00;915.00;5395.00
15/04/2024 15:00:00 - 15/04/2024 16:00:00;366.00;n/e;n/e;n/e;526.00;0.00;126.00;n/e;n/e;n/e;;5052.00;1102.00;n/e;32536.00;n/e;n/e;7876.00;154.00;917.00;5677.00
15/04/2024 16:00:00 - 15/04/2024 17:00:00;366.00;n/e;n/e;n/e;532.00;0.00;126.00;n/e;n/e;n/e;;5126.00;1085.00;n/e;32434.00;n/e;n/e;6801.00;158.00;920.00;6567.00
15/04/2024 17:00:00 - 15/04/2024 18:00:00;365.00;n/e;n/e;n/e;534.00;0.00;126.00;n/e;n/e;n/e;;5305.00;867.00;n/e;31860.00;n/e;n/e;5290.00;158.00;1054.00;6617.00
15/04/2024 18:00:00 - 15/04/2024 19:00:00;365.00;n/e;n/e;n/e;532.00;0.00;126.00;n/e;n/e;n/e;;5478.00;863.00;n/e;30574.00;n/e;n/e;3369.00;157.00;1048.00;12983.00
15/04/2024 19:00:00 - 15/04/2024 20:00:00;365.00;n/e;n/e;n/e;544.00;0.00;126.00;n/e;n/e;n/e;;5645.00;1046.00;n/e;31504.00;n/e;n/e;1297.00;157.00;1053.00;14814.00
15/04/2024 20:00:00 - 15/04/2024 21:00:00;366.00;n/e;n/e;n/e;549.00;0.00;126.00;n/e;n/e;n/e;;5782.00;1333.00;n/e;32850.00;n/e;n/e;348.00;157.00;1088.00;13939.00
15/04/2024 21:00:00 - 15/04/2024 22:00:00;367.00;n/e;n/e;n/e;574.00;0.00;126.00;n/e;n/e;n/e;;5806.00;2032.00;n/e;33226.00;n/e;n/e;0.00;157.00;1091.00;13021.00
15/04/2024 22:00:00 - 15/04/2024 23:00:00;368.00;n/e;n/e;n/e;762.00;0.00;126.00;n/e;n/e;n/e;;5755.00;1709.00;n/e;34007.00;n/e;n/e;0.00;152.00;1090.00;12357.00
15/04/2024 23:00:00 - 16/04/2024 00:00:00;367.00;n/e;n/e;n/e;931.00;0.00;126.00;n/e;n/e;n/e;;5721.00;1202.00;n/e;33504.00;n/e;n/e;0.00;154.00;1088.00;12326.00
16/04/2024 00:00:00 - 16/04/2024 01:00:00;364.00;n/e;n/e;n/e;924.00;0.00;126.00;n/e;n/e;n/e;;5600.00;916.00;n/e;32174.00;n/e;n/e;0.00;156.00;1083.00;12264.00
16/04/2024 01:00:00 - 16/04/2024 02:00:00;360.00;n/e;n/e;n/e;895.00;0.00;125.00;n/e;n/e;n/e;;5388.00;1068.00;n/e;31034.00;n/e;n/e;0.00;165.00;1068.00;11929.00
16/04/2024 02:00:00 - 16/04/2024 03:00:00;360.00;n/e;n/e;n/e;893.00;0.00;125.00;n/e;n/e;n/e;;5212.00;1134.00;n/e;31258.00;n/e;n/e;0.00;166.00;1061.00;11657.00
16/04/2024 03:00:00 - 16/04/2024 04:00:00;362.00;n/e;n/e;n/e;883.00;0.00;125.00;n/e;n/e;n/e;;5127.00;1371.00;n/e;31480.00;n/e;n/e;0.00;167.00;1057.00;7099.00
16/04/2024 04:00:00 - 16/04/2024 05:00:00;362.00;n/e;n/e;n/e;874.00;0.00;126.00;n/e;n/e;n/e;;5224.00;1057.00;n/e;30317.00;n/e;n/e;0.00;168.00;1061.00;11620.00
16/04/2024 05:00:00 - 16/04/2024 06:00:00;360.00;n/e;n/e;n/e;874.00;0.00;126.00;n/e;n/e;n/e;;5368.00;950.00;n/e;30142.00;n/e;n/e;0.00;168.00;1046.00;12174.00
16/04/2024 06:00:00 - 16/04/2024 07:00:00;363.00;n/e;n/e;n/e;875.00;0.00;126.00;n/e;n/e;n/e;;5614.00;1236.00;n/e;31951.00;n/e;n/e;243.00;168.00;1015.00;12133.00
16/04/2024 07:00:00 - 16/04/2024 08:00:00;361.00;n/e;n/e;n/e;879.00;0.00;126.00;n/e;n/e;n/e;992.00;5868.00;1328.00;n/e;34627.00;n/e;n/e;529.00;171.00;1004.00;12110.00
16/04/2024 08:00:00 - 16/04/2024 09:00:00;362.00;n/e;n/e;n/e;730.00;0.00;126.00;n/e;n/e;n/e;1404.00;5904.00;1690.00;n/e;35232.00;n/e;n/e;2031.00;170.00;1036.00;11606.00
16/04/2024 09:00:00 - 16/04/2024 10:00:00;361.00;n/e;n/e;n/e;735.00;0.00;126.00;n/e;n/e;n/e;979.00;5844.00;1687.00;n/e;35296.00;n/e;n/e;4373.00;168.00;1026.00;10882.00
16/04/2024 10:00:00 - 16/04/2024 11:00:00;362.00;n/e;n/e;n/e;738.00;0.00;126.00;n/e;n/e;n/e;1228.00;5774.00;1903.00;n/e;35591.00;n/e;n/e;5912.00;169.00;1003.00;5754.00
16/04/2024 11:00:00 - 16/04/2024 12:00:00;361.00;n/e;n/e;n/e;742.00;0.00;126.00;n/e;n/e;n/e;;5198.00;997.00;n/e;34360.00;n/e;n/e;7445.00;170.00;1011.00;10410.00
16/04/2024 12:00:00 - 16/04/2024 13:00:00;360.00;n/e;n/e;n/e;744.00;0.00;126.00;n/e;n/e;n/e;;5088.00;911.00;n/e;33381.00;n/e;n/e;8290.00;168.00;945.00;11160.00
16/04/2024 13:00:00 - 16/04/2024 14:00:00;358.00;n/e;n/e;n/e;741.00;0.00;126.00;n/e;n/e;n/e;;4989.00;895.00;n/e;32554.00;n/e;n/e;9021.00;170.00;954.00;10524.00
16/04/2024 14:00:00 - 16/04/2024 15:00:00;359.00;n/e;n/e;n/e;722.00;0.00;126.00;n/e;n/e;n/e;;5056.00;1263.00;n/e;34014.00;n/e;n/e;8461.00;170.00;991.00;5043.00
16/04/2024 15:00:00 - 16/04/2024 16:00:00;360.00;n/e;n/e;n/e;493.00;0.00;126.00;n/e;n/e;n/e;;4912.00;1133.00;n/e;34640.00;n/e;n/e;8282.00;169.00;959.00;4791.00
16/04/2024 16:00:00 - 16/04/2024 17:00:00;363.00;n/e;n/e;n/e;488.00;0.00;126.00;n/e;n/e;n/e;;4947.00;749.00;n/e;34833.00;n/e;n/e;7245.00;169.00;991.00;4939.00
16/04/2024 17:00:00 - 16/04/2024 18:00:00;360.00;n/e;n/e;n/e;495.00;0.00;126.00;n/e;n/e;n/e;;5167.00;1116.00;n/e;35203.00;n/e;n/e;5776.00;168.00;1027.00;4684.00
16/04/2024 18:00:00 - 16/04/2024 19:00:00;361.00;n/e;n/e;n/e;478.00;0.00;126.00;n/e;n/e;n/e;;5366.00;1257.00;n/e;35028.00;n/e;n/e;3724.00;173.00;1061.00;8831.00
