Timestep ;Biomass (MW);Energy storage (MW);Fossil Brown coal/Lignite (MW);Fossil Coal-derived gas (MW);Fossil Gas (MW);Fossil Hard coal (MW);Fossil Oil (MW);Fossil Oil shale (MW);Fossil Peat (MW);Geothermal (MW);Hydro Pumped Storage (MW);Hydro Run-of-river and pondage (MW);Hydro Water Reservoir (MW);Marine (MW);Nuclear (MW);Other (MW);Other renewable (MW);Solar (MW);Waste (MW);Wind Offshore (MW);Wind Onshore (MW)
12/09/2024 08:00:00 - 12/09/2024 09:00:00;536.00;n/e;n/e;390.00;13702.00;374.00;272.00;n/e;n/e;570.00;1649.00;6249.00;872.00;n/e;n/e;2795.00;n/e;2560.00;359.00;0.00;3644.00
12/09/2024 09:00:00 - 12/09/2024 10:00:00;530.00;n/e;n/e;374.00;13211.00;385.00;272.00;n/e;n/e;568.00;1389.00;6038.00;849.00;n/e;n/e;2671.00;n/e;4575.00;356.00;0.00;3817.00
12/09/2024 10:00:00 - 12/09/2024 11:00:00;525.00;n/e;n/e;389.00;12499.00;386.00;270.00;n/e;n/e;563.00;951.00;5432.00;703.00;n/e;n/e;2647.00;n/e;6150.00;345.00;0.00;4400.00
12/09/2024 11:00:00 - 12/09/2024 12:00:00;521.00;n/e;n/e;386.00;12140.00;385.00;272.00;n/e;n/e;568.00;817.00;4975.00;639.00;n/e;n/e;2634.00;n/e;7777.00;350.00;0.00;4632.00
12/09/2024 12:00:00 - 12/09/2024 13:00:00;526.00;n/e;n/e;374.00;10286.00;369.00;272.00;n/e;n/e;573.00;198.00;4052.00;497.00;n/e;n/e;2444.00;n/e;8782.00;352.00;0.00;4998.00
12/09/2024 13:00:00 - 12/09/2024 14:00:00;527.00;n/e;n/e;367.00;9516.00;363.00;272.00;n/e;n/e;572.00;74.00;4053.00;502.00;n/e;n/e;2464.00;n/e;9158.00;346.00;0.00;5499.00
12/09/2024 14:00:00 - 12/09/2024 15:00:00;518.00;n/e;n/e;378.00;10374.00;338.00;272.00;n/e;n/e;569.00;177.00;4017.00;509.00;n/e;n/e;2440.00;n/e;8316.00;344.00;0.00;5830.00
12/09/2024 15:00:00 - 12/09/2024 16:00:00;497.00;n/e;n/e;367.00;11088.00;325.00;271.00;n/e;n/e;572.00;386.00;4334.00;531.00;n/e;n/e;2614.00;n/e;6256.00;346.00;0.00;6242.00
12/09/2024 16:00:00 - 12/09/2024 17:00:00;499.00;n/e;n/e;372.00;13165.00;327.00;272.00;n/e;n/e;569.00;401.00;4882.00;697.00;n/e;n/e;2656.00;n/e;3588.00;339.00;11.00;6411.00
12/09/2024 17:00:00 - 12/09/2024 18:00:00;514.00;n/e;n/e;370.00;14403.00;328.00;272.00;n/e;n/e;571.00;568.00;5692.00;851.00;n/e;n/e;2640.00;n/e;1692.00;352.00;29.00;6089.00
12/09/2024 18:00:00 - 12/09/2024 19:00:00;522.00;n/e;n/e;376.00;15903.00;354.00;272.00;n/e;n/e;574.00;1256.00;6485.00;927.00;n/e;n/e;2654.00;n/e;365.00;359.00;18.00;5469.00
12/09/2024 19:00:00 - 12/09/2024 20:00:00;525.00;n/e;n/e;383.00;17162.00;368.00;271.00;n/e;n/e;573.00;1482.00;7031.00;1093.00;n/e;n/e;2835.00;n/e;8.00;357.00;22.00;4997.00
12/09/2024 20:00:00 - 12/09/2024 21:00:00;525.00;n/e;n/e;377.00;17064.00;330.00;271.00;n/e;n/e;575.00;1220.00;6842.00;1076.00;n/e;n/e;2758.00;n/e;1.00;361.00;22.00;4779.00
12/09/2024 21:00:00 - 12/09/2024 22:00:00;526.00;n/e;n/e;391.00;15486.00;326.00;271.00;n/e;n/e;575.00;653.00;6000.00;833.00;n/e;n/e;2504.00;n/e;0.00;362.00;8.00;5118.00
12/09/2024 22:00:00 - 12/09/2024 23:00:00;528.00;n/e;n/e;399.00;12245.00;326.00;272.00;n/e;n/e;578.00;483.00;5055.00;604.00;n/e;n/e;2143.00;n/e;0.00;359.00;1.00;5435.00
12/09/2024 23:00:00 - 13/09/2024 00:00:00;529.00;n/e;n/e;389.00;9416.00;326.00;272.00;n/e;n/e;579.00;466.00;4765.00;581.00;n/e;n/e;1751.00;n/e;0.00;358.00;25.00;5808.00
13/09/2024 00:00:00 - 13/09/2024 01:00:00;525.00;n/e;n/e;375.00;6025.00;324.00;272.00;n/e;n/e;580.00;374.00;4617.00;577.00;n/e;n/e;1484.00;n/e;0.00;347.00;22.00;6380.00
13/09/2024 01:00:00 - 13/09/2024 02:00:00;523.00;n/e;n/e;391.00;4911.00;325.00;272.00;n/e;n/e;580.00;0.00;4151.00;516.00;n/e;n/e;1394.00;n/e;0.00;349.00;24.00;6776.00
13/09/2024 02:00:00 - 13/09/2024 03:00:00;525.00;n/e;n/e;394.00;4821.00;324.00;272.00;n/e;n/e;579.00;0.00;3789.00;463.00;n/e;n/e;1349.00;n/e;0.00;340.00;9.00;6841.00
13/09/2024 03:00:00 - 13/09/2024 04:00:00;527.00;n/e;n/e;398.00;4837.00;324.00;272.00;n/e;n/e;579.00;0.00;3698.00;478.00;n/e;n/e;1320.00;n/e;0.00;341.00;13.00;7127.00
13/09/2024 04:00:00 - 13/09/2024 05:00:00;531.00;n/e;n/e;374.00;4856.00;324.00;272.00;n/e;n/e;578.00;0.00;3849.00;511.00;n/e;n/e;1234.00;n/e;1.00;340.00;17.00;7269.00
13/09/2024 05:00:00 - 13/09/2024 06:00:00;525.00;n/e;n/e;384.00;5155.00;324.00;272.00;n/e;n/e;578.00;0.00;4124.00;481.00;n/e;n/e;1418.00;n/e;0.00;334.00;18.00;7243.00
13/09/2024 06:00:00 - 13/09/2024 07:00:00;526.00;n/e;n/e;395.00;7447.00;325.00;272.00;n/e;n/e;579.00;484.00;5308.00;861.00;n/e;n/e;1808.00;n/e;10.00;341.00;18.00;7026.00
13/09/2024 07:00:00 - 13/09/2024 08:00:00;532.00;n/e;n/e;372.00;8143.00;326.00;272.00;n/e;n/e;581.00;1890.00;6287.00;1097.00;n/e;n/e;1975.00;n/e;751.00;338.00;29.00;6645.00
13/09/2024 08:00:00 - 13/09/2024 09:00:00;515.00;n/e;n/e;384.00;8303.00;322.00;272.00;n/e;n/e;580.00;2113.00;6319.00;1047.00;n/e;n/e;2054.00;n/e;3315.00;342.00;18.00;6634.00
13/09/2024 09:00:00 - 13/09/2024 10:00:00;489.00;n/e;n/e;376.00;7874.00;318.00;272.00;n/e;n/e;580.00;992.00;5849.00;884.00;n/e;n/e;1993.00;n/e;6369.00;341.00;22.00;7217.00
13/09/2024 10:00:00 - 13/09/2024 11:00:00;500.00;n/e;n/e;375.00;7156.00;277.00;272.00;n/e;n/e;581.00;396.00;5284.00;708.00;n/e;n/e;1921.00;n/e;8806.00;338.00;15.00;7533.00
13/09/2024 11:00:00 - 13/09/2024 12:00:00;504.00;n/e;n/e;370.00;6593.00;277.00;272.00;n/e;n/e;581.00;291.00;4905.00;566.00;n/e;n/e;1882.00;n/e;10174.00;331.00;15.00;7861.00
13/09/2024 12:00:00 - 13/09/2024 13:00:00;501.00;n/e;n/e;363.00;5918.00;276.00;272.00;n/e;n/e;580.00;266.00;4294.00;514.00;n/e;n/e;1760.00;n/e;11036.00;331.00;7.00;7682.00
13/09/2024 13:00:00 - 13/09/2024 14:00:00;505.00;n/e;n/e;375.00;5717.00;274.00;272.00;n/e;n/e;579.00;283.00;4026.00;513.00;n/e;n/e;1644.00;n/e;11038.00;330.00;13.00;7460.00
13/09/2024 14:00:00 - 13/09/2024 15:00:00;503.00;n/e;n/e;375.00;6560.00;274.00;272.00;n/e;n/e;578.00;298.00;4198.00;521.00;n/e;n/e;1758.00;n/e;10220.00;329.00;30.00;6872.00
13/09/2024 15:00:00 - 13/09/2024 16:00:00;503.00;n/e;n/e;368.00;6803.00;276.00;272.00;n/e;n/e;581.00;;4318.00;534.00;n/e;n/e;1932.00;n/e;8839.00;328.00;29.00;6718.00
13/09/2024 16:00:00 - 13/09/2024 17:00:00;505.00;n/e;n/e;363.00;7427.00;282.00;272.00;n/e;n/e;584.00;328.00;5025.00;576.00;n/e;n/e;1956.00;n/e;6127.00;339.00;29.00;7642.00
13/09/2024 17:00:00 - 13/09/2024 18:00:00;505.00;n/e;n/e;375.00;8744.00;302.00;153.00;n/e;n/e;583.00;401.00;5080.00;597.00;n/e;n/e;2211.00;n/e;3518.00;334.00;30.00;7443.00
13/09/2024 18:00:00 - 13/09/2024 19:00:00;504.00;n/e;n/e;363.00;11075.00;329.00;136.00;n/e;n/e;603.00;519.00;5972.00;840.00;n/e;n/e;2413.00;n/e;978.00;338.00;29.00;7037.00
13/09/2024 19:00:00 - 13/09/2024 20:00:00;507.00;n/e;n/e;372.00;11963.00;373.00;136.00;n/e;n/e;608.00;951.00;6796.00;1156.00;n/e;n/e;2550.00;n/e;39.00;336.00;29.00;6493.00
13/09/2024 20:00:00 - 13/09/2024 21:00:00;510.00;n/e;n/e;392.00;11721.00;428.00;135.00;n/e;n/e;607.00;1167.00;6723.00;1075.00;n/e;n/e;2379.00;n/e;1.00;337.00;30.00;5914.00
13/09/2024 21:00:00 - 13/09/2024 22:00:00;513.00;n/e;n/e;364.00;10543.00;448.00;135.00;n/e;n/e;602.00;540.00;6031.00;848.00;n/e;n/e;2342.00;n/e;0.00;339.00;26.00;5846.00
13/09/2024 22:00:00 - 13/09/2024 23:00:00;511.00;n/e;n/e;378.00;7775.00;434.00;136.00;n/e;n/e;603.00;459.00;4945.00;670.00;n/e;n/e;2122.00;n/e;0.00;339.00;14.00;5588.00
13/09/2024 23:00:00 - 14/09/2024 00:00:00;511.00;n/e;n/e;418.00;7116.00;361.00;137.00;n/e;n/e;601.00;384.00;4474.00;644.00;n/e;n/e;1654.00;n/e;0.00;334.00;19.00;5008.00
14/09/2024 00:00:00 - 14/09/2024 01:00:00;516.00;n/e;n/e;428.00;6023.00;289.00;137.00;n/e;n/e;601.00;424.00;4291.00;577.00;n/e;n/e;1396.00;n/e;0.00;333.00;29.00;4550.00
14/09/2024 01:00:00 - 14/09/2024 02:00:00;517.00;n/e;n/e;474.00;5060.00;284.00;137.00;n/e;n/e;601.00;355.00;4498.00;579.00;n/e;n/e;1302.00;n/e;0.00;342.00;25.00;4268.00
14/09/2024 02:00:00 - 14/09/2024 03:00:00;513.00;n/e;n/e;480.00;4687.00;284.00;137.00;n/e;n/e;600.00;364.00;4081.00;578.00;n/e;n/e;1224.00;n/e;0.00;339.00;21.00;4066.00
14/09/2024 03:00:00 - 14/09/2024 04:00:00;514.00;n/e;n/e;497.00;4582.00;284.00;137.00;n/e;n/e;606.00;361.00;3928.00;533.00;n/e;n/e;1187.00;n/e;0.00;331.00;11.00;3777.00
14/09/2024 04:00:00 - 14/09/2024 05:00:00;514.00;n/e;n/e;517.00;4629.00;283.00;137.00;n/e;n/e;607.00;380.00;3902.00;524.00;n/e;n/e;1133.00;n/e;0.00;334.00;19.00;3476.00
14/09/2024 05:00:00 - 14/09/2024 06:00:00;508.00;n/e;n/e;548.00;5216.00;284.00;137.00;n/e;n/e;607.00;399.00;4251.00;562.00;n/e;n/e;1095.00;n/e;0.00;332.00;24.00;3079.00
14/09/2024 06:00:00 - 14/09/2024 07:00:00;495.00;n/e;n/e;546.00;5850.00;284.00;137.00;n/e;n/e;608.00;591.00;5296.00;853.00;n/e;n/e;1086.00;n/e;17.00;334.00;8.00;2681.00
14/09/2024 07:00:00 - 14/09/2024 08:00:00;494.00;n/e;n/e;542.00;5958.00;283.00;137.00;n/e;n/e;606.00;856.00;5480.00;1114.00;n/e;n/e;1140.00;n/e;1066.00;341.00;3.00;2216.00
14/09/2024 08:00:00 - 14/09/2024 09:00:00;495.00;n/e;n/e;549.00;5093.00;289.00;137.00;n/e;n/e;604.00;583.00;5446.00;756.00;n/e;n/e;1157.00;n/e;4420.00;336.00;11.00;2126.00
14/09/2024 09:00:00 - 14/09/2024 10:00:00;499.00;n/e;n/e;567.00;3820.00;325.00;137.00;n/e;n/e;602.00;611.00;4065.00;574.00;n/e;n/e;1149.00;n/e;7856.00;339.00;12.00;2612.00
14/09/2024 10:00:00 - 14/09/2024 11:00:00;512.00;n/e;n/e;543.00;3756.00;322.00;140.00;n/e;n/e;603.00;175.00;3629.00;484.00;n/e;n/e;1104.00;n/e;10209.00;342.00;10.00;3045.00
14/09/2024 11:00:00 - 14/09/2024 12:00:00;510.00;n/e;n/e;540.00;4038.00;279.00;154.00;n/e;n/e;603.00;149.00;3477.00;468.00;n/e;n/e;977.00;n/e;12031.00;338.00;8.00;2969.00
14/09/2024 12:00:00 - 14/09/2024 13:00:00;509.00;n/e;n/e;521.00;3815.00;278.00;173.00;n/e;n/e;597.00;96.00;3402.00;457.00;n/e;n/e;762.00;n/e;13001.00;332.00;10.00;2822.00
14/09/2024 13:00:00 - 14/09/2024 14:00:00;515.00;n/e;n/e;506.00;3444.00;281.00;194.00;n/e;n/e;603.00;49.00;3297.00;443.00;n/e;n/e;684.00;n/e;13087.00;328.00;9.00;2995.00
14/09/2024 14:00:00 - 14/09/2024 15:00:00;513.00;n/e;n/e;496.00;3923.00;283.00;196.00;n/e;n/e;603.00;;3339.00;442.00;n/e;n/e;654.00;n/e;11739.00;328.00;9.00;2820.00
14/09/2024 15:00:00 - 14/09/2024 16:00:00;510.00;n/e;n/e;488.00;4427.00;281.00;196.00;n/e;n/e;603.00;;3366.00;471.00;n/e;n/e;674.00;n/e;9501.00;333.00;4.00;2849.00
14/09/2024 16:00:00 - 14/09/2024 17:00:00;511.00;n/e;n/e;496.00;4991.00;282.00;196.00;n/e;n/e;604.00;80.00;3612.00;485.00;n/e;n/e;702.00;n/e;6626.00;329.00;4.00;3020.00
14/09/2024 17:00:00 - 14/09/2024 18:00:00;517.00;n/e;n/e;525.00;6957.00;316.00;195.00;n/e;n/e;604.00;216.00;4061.00;643.00;n/e;n/e;825.00;n/e;3633.00;339.00;3.00;3224.00
14/09/2024 18:00:00 - 14/09/2024 19:00:00;512.00;n/e;n/e;543.00;8776.00;317.00;196.00;n/e;n/e;604.00;800.00;5469.00;999.00;n/e;n/e;960.00;n/e;924.00;339.00;3.00;3053.00
14/09/2024 19:00:00 - 14/09/2024 20:00:00;498.00;n/e;n/e;548.00;9639.00;297.00;196.00;n/e;n/e;602.00;1904.00;6596.00;1242.00;n/e;n/e;1112.00;n/e;28.00;344.00;8.00;1896.00
14/09/2024 20:00:00 - 14/09/2024 21:00:00;496.00;n/e;n/e;543.00;9774.00;327.00;196.00;n/e;n/e;603.00;2170.00;6626.00;1232.00;n/e;n/e;1136.00;n/e;0.00;343.00;0.00;1264.00
14/09/2024 21:00:00 - 14/09/2024 22:00:00;509.00;n/e;n/e;543.00;8823.00;327.00;196.00;n/e;n/e;604.00;1805.00;5768.00;979.00;n/e;n/e;937.00;n/e;0.00;340.00;0.00;1190.00
14/09/2024 22:00:00 - 14/09/2024 23:00:00;512.00;n/e;n/e;554.00;7125.00;323.00;196.00;n/e;n/e;604.00;1408.00;4796.00;690.00;n/e;n/e;882.00;n/e;0.00;342.00;0.00;1197.00
14/09/2024 23:00:00 - 15/09/2024 00:00:00;507.00;n/e;n/e;550.00;6887.00;307.00;196.00;n/e;n/e;602.00;1065.00;4187.00;647.00;n/e;n/e;855.00;n/e;0.00;344.00;3.00;1154.00
15/09/2024 00:00:00 - 15/09/2024 01:00:00;491.00;n/e;n/e;545.00;5767.00;326.00;196.00;n/e;n/e;602.00;1065.00;4791.00;536.00;n/e;n/e;769.00;n/e;0.00;340.00;6.00;1086.00
15/09/2024 01:00:00 - 15/09/2024 02:00:00;504.00;n/e;n/e;554.00;5154.00;288.00;196.00;n/e;n/e;601.00;891.00;4363.00;503.00;n/e;n/e;718.00;n/e;0.00;334.00;4.00;1144.00
15/09/2024 02:00:00 - 15/09/2024 03:00:00;502.00;n/e;n/e;568.00;4415.00;283.00;196.00;n/e;n/e;600.00;658.00;4372.00;530.00;n/e;n/e;675.00;n/e;0.00;334.00;3.00;1386.00
15/09/2024 03:00:00 - 15/09/2024 04:00:00;528.00;n/e;n/e;556.00;4347.00;283.00;196.00;n/e;n/e;600.00;305.00;4132.00;531.00;n/e;n/e;671.00;n/e;0.00;337.00;1.00;1646.00
15/09/2024 04:00:00 - 15/09/2024 05:00:00;524.00;n/e;n/e;553.00;4312.00;283.00;196.00;n/e;n/e;600.00;129.00;3944.00;571.00;n/e;n/e;700.00;n/e;0.00;340.00;0.00;1915.00
15/09/2024 05:00:00 - 15/09/2024 06:00:00;526.00;n/e;n/e;559.00;4383.00;283.00;196.00;n/e;n/e;595.00;346.00;3851.00;550.00;n/e;n/e;780.00;n/e;0.00;348.00;0.00;2148.00
15/09/2024 06:00:00 - 15/09/2024 07:00:00;525.00;n/e;n/e;544.00;4460.00;283.00;196.00;n/e;n/e;562.00;568.00;4296.00;655.00;n/e;n/e;816.00;n/e;13.00;355.00;0.00;2436.00
15/09/2024 07:00:00 - 15/09/2024 08:00:00;520.00;n/e;n/e;551.00;4225.00;282.00;196.00;n/e;n/e;561.00;759.00;4199.00;642.00;n/e;n/e;769.00;n/e;999.00;360.00;1.00;2406.00
15/09/2024 08:00:00 - 15/09/2024 09:00:00;510.00;n/e;n/e;547.00;4430.00;291.00;196.00;n/e;n/e;560.00;652.00;4053.00;567.00;n/e;n/e;694.00;n/e;4226.00;365.00;2.00;2115.00
15/09/2024 09:00:00 - 15/09/2024 10:00:00;514.00;n/e;n/e;553.00;3743.00;324.00;196.00;n/e;n/e;558.00;425.00;3978.00;554.00;n/e;n/e;609.00;n/e;7823.00;368.00;12.00;2102.00
15/09/2024 10:00:00 - 15/09/2024 11:00:00;510.00;n/e;n/e;549.00;3065.00;322.00;196.00;n/e;n/e;560.00;143.00;3703.00;526.00;n/e;n/e;545.00;n/e;10584.00;366.00;20.00;1726.00
15/09/2024 11:00:00 - 15/09/2024 12:00:00;502.00;n/e;n/e;543.00;2974.00;321.00;196.00;n/e;n/e;596.00;10.00;3570.00;488.00;n/e;n/e;534.00;n/e;11998.00;367.00;28.00;1633.00
15/09/2024 12:00:00 - 15/09/2024 13:00:00;509.00;n/e;n/e;543.00;2517.00;320.00;196.00;n/e;n/e;596.00;9.00;3236.00;467.00;n/e;n/e;495.00;n/e;12665.00;349.00;18.00;1504.00
15/09/2024 13:00:00 - 15/09/2024 14:00:00;514.00;n/e;n/e;552.00;2741.00;295.00;196.00;n/e;n/e;596.00;0.00;3094.00;468.00;n/e;n/e;478.00;n/e;12376.00;364.00;24.00;1448.00
15/09/2024 14:00:00 - 15/09/2024 15:00:00;519.00;n/e;n/e;550.00;3061.00;278.00;196.00;n/e;n/e;594.00;0.00;3032.00;467.00;n/e;n/e;483.00;n/e;10929.00;368.00;16.00;1600.00
15/09/2024 15:00:00 - 15/09/2024 16:00:00;521.00;n/e;n/e;548.00;3696.00;280.00;196.00;n/e;n/e;594.00;9.00;3294.00;490.00;n/e;n/e;551.00;n/e;9382.00;369.00;19.00;1696.00
15/09/2024 16:00:00 - 15/09/2024 17:00:00;529.00;n/e;n/e;549.00;4202.00;286.00;196.00;n/e;n/e;594.00;100.00;3578.00;616.00;n/e;n/e;718.00;n/e;7071.00;368.00;14.00;1830.00
15/09/2024 17:00:00 - 15/09/2024 18:00:00;539.00;n/e;n/e;553.00;6196.00;336.00;196.00;n/e;n/e;596.00;721.00;3982.00;652.00;n/e;n/e;899.00;n/e;3904.00;374.00;9.00;1814.00
15/09/2024 18:00:00 - 15/09/2024 19:00:00;543.00;n/e;n/e;547.00;8301.00;382.00;196.00;n/e;n/e;597.00;801.00;5342.00;1004.00;n/e;n/e;1128.00;n/e;1076.00;372.00;1.00;1692.00
15/09/2024 19:00:00 - 15/09/2024 20:00:00;531.00;n/e;n/e;546.00;9532.00;405.00;196.00;n/e;n/e;599.00;1332.00;6061.00;1193.00;n/e;n/e;1324.00;n/e;32.00;374.00;0.00;1524.00
15/09/2024 20:00:00 - 15/09/2024 21:00:00;520.00;n/e;n/e;552.00;9560.00;443.00;196.00;n/e;n/e;599.00;1344.00;5957.00;1148.00;n/e;n/e;1359.00;n/e;1.00;368.00;0.00;1221.00
15/09/2024 21:00:00 - 15/09/2024 22:00:00;501.00;n/e;n/e;551.00;8930.00;392.00;196.00;n/e;n/e;598.00;1105.00;5674.00;993.00;n/e;n/e;1261.00;n/e;1.00;370.00;0.00;860.00
15/09/2024 22:00:00 - 15/09/2024 23:00:00;514.00;n/e;n/e;553.00;8419.00;387.00;196.00;n/e;n/e;600.00;921.00;4934.00;962.00;n/e;n/e;1236.00;n/e;0.00;371.00;2.00;612.00
15/09/2024 23:00:00 - 16/09/2024 00:00:00;491.00;n/e;n/e;553.00;7544.00;387.00;196.00;n/e;n/e;600.00;558.00;4390.00;767.00;n/e;n/e;1177.00;n/e;0.00;368.00;3.00;554.00
16/09/2024 00:00:00 - 16/09/2024 01:00:00;493.00;n/e;n/e;546.00;6346.00;386.00;196.00;n/e;n/e;600.00;328.00;4182.00;539.00;n/e;n/e;1148.00;n/e;0.00;365.00;1.00;759.00
16/09/2024 01:00:00 - 16/09/2024 02:00:00;511.00;n/e;n/e;552.00;6041.00;379.00;196.00;n/e;n/e;595.00;13.00;3911.00;522.00;n/e;n/e;920.00;n/e;1.00;365.00;2.00;1023.00
16/09/2024 02:00:00 - 16/09/2024 03:00:00;505.00;n/e;n/e;563.00;5630.00;338.00;196.00;n/e;n/e;593.00;0.00;3595.00;509.00;n/e;n/e;914.00;n/e;0.00;366.00;2.00;1172.00
16/09/2024 03:00:00 - 16/09/2024 04:00:00;494.00;n/e;n/e;560.00;5630.00;354.00;196.00;n/e;n/e;593.00;0.00;3409.00;507.00;n/e;n/e;919.00;n/e;1.00;363.00;1.00;1194.00
16/09/2024 04:00:00 - 16/09/2024 05:00:00;528.00;n/e;n/e;557.00;5925.00;334.00;196.00;n/e;n/e;593.00;0.00;3371.00;506.00;n/e;n/e;1032.00;n/e;1.00;364.00;2.00;1149.00
16/09/2024 05:00:00 - 16/09/2024 06:00:00;519.00;n/e;n/e;544.00;7621.00;349.00;196.00;n/e;n/e;592.00;45.00;3780.00;595.00;n/e;n/e;1089.00;n/e;0.00;369.00;4.00;1081.00
16/09/2024 06:00:00 - 16/09/2024 07:00:00;511.00;n/e;n/e;552.00;11511.00;354.00;196.00;n/e;n/e;590.00;564.00;4337.00;777.00;n/e;n/e;1383.00;n/e;3.00;366.00;4.00;1073.00
16/09/2024 07:00:00 - 16/09/2024 08:00:00;497.00;n/e;n/e;554.00;13701.00;354.00;196.00;n/e;n/e;591.00;1577.00;5087.00;993.00;n/e;n/e;1565.00;n/e;671.00;360.00;4.00;949.00
16/09/2024 08:00:00 - 16/09/2024 09:00:00;499.00;n/e;n/e;547.00;14309.00;353.00;196.00;n/e;n/e;596.00;1797.00;5309.00;1107.00;n/e;n/e;1892.00;n/e;3245.00;362.00;4.00;637.00
16/09/2024 09:00:00 - 16/09/2024 10:00:00;474.00;n/e;n/e;554.00;13687.00;332.00;196.00;n/e;n/e;598.00;672.00;4739.00;866.00;n/e;n/e;1828.00;n/e;6518.00;359.00;2.00;585.00
16/09/2024 10:00:00 - 16/09/2024 11:00:00;484.00;n/e;n/e;553.00;12166.00;324.00;195.00;n/e;n/e;601.00;311.00;3862.00;746.00;n/e;n/e;1705.00;n/e;9173.00;353.00;2.00;502.00
16/09/2024 11:00:00 - 16/09/2024 12:00:00;519.00;n/e;n/e;540.00;10700.00;326.00;196.00;n/e;n/e;603.00;26.00;3580.00;618.00;n/e;n/e;1659.00;n/e;10732.00;353.00;2.00;457.00
16/09/2024 12:00:00 - 16/09/2024 13:00:00;499.00;n/e;n/e;543.00;9147.00;326.00;196.00;n/e;n/e;587.00;0.00;3050.00;489.00;n/e;n/e;1577.00;n/e;11565.00;350.00;0.00;493.00
16/09/2024 13:00:00 - 16/09/2024 14:00:00;500.00;n/e;n/e;561.00;8991.00;326.00;195.00;n/e;n/e;584.00;0.00;2825.00;488.00;n/e;n/e;1415.00;n/e;11557.00;345.00;0.00;459.00
16/09/2024 14:00:00 - 16/09/2024 15:00:00;495.00;n/e;n/e;552.00;11339.00;325.00;196.00;n/e;n/e;584.00;2.00;2941.00;545.00;n/e;n/e;1655.00;n/e;10256.00;346.00;0.00;448.00
16/09/2024 15:00:00 - 16/09/2024 16:00:00;510.00;n/e;n/e;546.00;14133.00;326.00;196.00;n/e;n/e;585.00;46.00;3362.00;728.00;n/e;n/e;1706.00;n/e;7946.00;336.00;0.00;501.00
16/09/2024 16:00:00 - 16/09/2024 17:00:00;483.00;n/e;n/e;560.00;16236.00;292.00;195.00;n/e;n/e;585.00;431.00;3940.00;846.00;n/e;n/e;1900.00;n/e;5353.00;331.00;0.00;649.00
16/09/2024 17:00:00 - 16/09/2024 18:00:00;508.00;n/e;n/e;548.00;17840.00;283.00;195.00;n/e;n/e;585.00;811.00;4446.00;908.00;n/e;n/e;2517.00;n/e;2643.00;336.00;0.00;807.00
16/09/2024 18:00:00 - 16/09/2024 19:00:00;513.00;n/e;n/e;550.00;19036.00;317.00;195.00;n/e;n/e;584.00;1342.00;4689.00;963.00;n/e;n/e;2712.00;n/e;563.00;334.00;0.00;774.00
16/09/2024 19:00:00 - 16/09/2024 20:00:00;510.00;n/e;n/e;552.00;20119.00;433.00;195.00;n/e;n/e;583.00;1881.00;5406.00;1111.00;n/e;n/e;2709.00;n/e;6.00;336.00;0.00;657.00
16/09/2024 20:00:00 - 16/09/2024 21:00:00;516.00;n/e;n/e;560.00;19759.00;444.00;195.00;n/e;n/e;585.00;1445.00;5388.00;982.00;n/e;n/e;2559.00;n/e;1.00;341.00;2.00;591.00
16/09/2024 21:00:00 - 16/09/2024 22:00:00;527.00;n/e;n/e;553.00;17326.00;346.00;196.00;n/e;n/e;586.00;801.00;4933.00;825.00;n/e;n/e;2536.00;n/e;0.00;345.00;4.00;615.00
16/09/2024 22:00:00 - 16/09/2024 23:00:00;511.00;n/e;n/e;562.00;15106.00;325.00;196.00;n/e;n/e;585.00;429.00;4548.00;699.00;n/e;n/e;2431.00;n/e;0.00;340.00;5.00;603.00
16/09/2024 23:00:00 - 17/09/2024 00:00:00;526.00;n/e;n/e;563.00;13510.00;325.00;196.00;n/e;n/e;585.00;159.00;4098.00;690.00;n/e;n/e;1994.00;n/e;0.00;340.00;5.00;625.00
17/09/2024 00:00:00 - 17/09/2024 01:00:00;526.00;n/e;n/e;543.00;12152.00;299.00;196.00;n/e;n/e;586.00;16.00;3008.00;594.00;n/e;n/e;1826.00;n/e;0.00;329.00;5.00;810.00
17/09/2024 01:00:00 - 17/09/2024 02:00:00;505.00;n/e;n/e;557.00;10961.00;282.00;196.00;n/e;n/e;586.00;0.00;2878.00;589.00;n/e;n/e;1552.00;n/e;1.00;332.00;3.00;881.00
17/09/2024 02:00:00 - 17/09/2024 03:00:00;533.00;n/e;n/e;556.00;10586.00;283.00;196.00;n/e;n/e;586.00;0.00;2782.00;570.00;n/e;n/e;1652.00;n/e;1.00;331.00;4.00;863.00
17/09/2024 03:00:00 - 17/09/2024 04:00:00;523.00;n/e;n/e;555.00;10544.00;283.00;196.00;n/e;n/e;583.00;0.00;2770.00;561.00;n/e;n/e;1597.00;n/e;0.00;333.00;3.00;915.00
17/09/2024 04:00:00 - 17/09/2024 05:00:00;526.00;n/e;n/e;543.00;10464.00;283.00;196.00;n/e;n/e;562.00;0.00;2826.00;562.00;n/e;n/e;1717.00;n/e;0.00;330.00;5.00;1002.00
17/09/2024 05:00:00 - 17/09/2024 06:00:00;523.00;n/e;n/e;548.00;11866.00;284.00;196.00;n/e;n/e;562.00;32.00;3207.00;587.00;n/e;n/e;1819.00;n/e;0.00;329.00;6.00;980.00
