Timestep ;Biomass (MW);Energy storage (MW);Fossil Brown coal/Lignite (MW);Fossil Coal-derived gas (MW);Fossil Gas (MW);Fossil Hard coal (MW);Fossil Oil (MW);Fossil Oil shale (MW);Fossil Peat (MW);Geothermal (MW);Hydro Pumped Storage (MW);Hydro Run-of-river and pondage (MW);Hydro Water Reservoir (MW);Marine (MW);Nuclear (MW);Other (MW);Other renewable (MW);Solar (MW);Waste (MW);Wind Offshore (MW);Wind Onshore (MW)
06/01/2024 00:00:00 - 06/01/2024 01:00:00;339.70;n/e;n/e;n/e;293.30;0.00;n/e;n/e;n/e;n/e;261.40;983.50;469.80;n/e;n/e;30.50;n/e;0.10;n/e;2.20;1648.50
06/01/2024 01:00:00 - 06/01/2024 02:00:00;338.30;n/e;n/e;n/e;238.60;0.00;n/e;n/e;n/e;n/e;205.50;840.90;239.10;n/e;n/e;28.30;n/e;0.00;n/e;0.00;1604.30
06/01/2024 02:00:00 - 06/01/2024 03:00:00;343.70;n/e;n/e;n/e;237.90;0.00;n/e;n/e;n/e;n/e;0.00;907.60;190.50;n/e;n/e;29.00;n/e;0.00;n/e;0.00;1586.30
06/01/2024 03:00:00 - 06/01/2024 04:00:00;342.90;n/e;n/e;n/e;237.90;0.00;n/e;n/e;n/e;n/e;0.00;865.60;187.40;n/e;n/e;29.60;n/e;0.00;n/e;0.00;1484.30
06/01/2024 04:00:00 - 06/01/2024 05:00:00;331.80;n/e;n/e;n/e;238.10;0.00;n/e;n/e;n/e;n/e;0.00;866.60;187.90;n/e;n/e;29.50;n/e;0.00;n/e;0.00;1317.20
06/01/2024 05:00:00 - 06/01/2024 06:00:00;319.30;n/e;n/e;n/e;238.60;0.00;n/e;n/e;n/e;n/e;0.00;699.40;183.10;n/e;n/e;27.50;n/e;0.00;n/e;0.00;1278.50
06/01/2024 06:00:00 - 06/01/2024 07:00:00;308.10;n/e;n/e;n/e;239.10;0.00;n/e;n/e;n/e;n/e;42.60;582.10;184.10;n/e;n/e;28.90;n/e;0.00;n/e;0.00;1258.50
06/01/2024 07:00:00 - 06/01/2024 08:00:00;307.10;n/e;n/e;n/e;234.10;0.00;n/e;n/e;n/e;n/e;406.90;643.70;194.50;n/e;n/e;27.40;n/e;0.00;n/e;0.00;1288.00
06/01/2024 08:00:00 - 06/01/2024 09:00:00;312.00;n/e;n/e;n/e;236.60;0.00;n/e;n/e;n/e;n/e;445.40;762.30;193.60;n/e;n/e;29.00;n/e;1.50;n/e;0.00;1354.60
06/01/2024 09:00:00 - 06/01/2024 10:00:00;333.60;n/e;n/e;n/e;241.00;0.00;n/e;n/e;n/e;n/e;440.40;792.40;194.80;n/e;n/e;29.30;n/e;161.30;n/e;0.00;1452.80
06/01/2024 10:00:00 - 06/01/2024 11:00:00;341.80;n/e;n/e;n/e;247.80;0.00;n/e;n/e;n/e;n/e;184.30;785.60;192.50;n/e;n/e;28.90;n/e;615.80;n/e;0.00;1146.10
06/01/2024 11:00:00 - 06/01/2024 12:00:00;345.80;n/e;n/e;n/e;251.00;0.00;n/e;n/e;n/e;n/e;177.00;1022.20;305.60;n/e;n/e;28.90;n/e;931.20;n/e;0.00;632.10
06/01/2024 12:00:00 - 06/01/2024 13:00:00;348.50;n/e;n/e;n/e;252.60;0.00;n/e;n/e;n/e;n/e;0.10;964.30;208.00;n/e;n/e;29.40;n/e;1113.70;n/e;0.00;421.90
06/01/2024 13:00:00 - 06/01/2024 14:00:00;354.20;n/e;n/e;n/e;251.60;0.00;n/e;n/e;n/e;n/e;0.00;755.10;369.70;n/e;n/e;29.60;n/e;1238.30;n/e;0.00;357.00
06/01/2024 14:00:00 - 06/01/2024 15:00:00;351.30;n/e;n/e;n/e;245.20;0.00;n/e;n/e;n/e;n/e;0.00;687.30;359.50;n/e;n/e;29.10;n/e;1269.40;n/e;0.00;336.30
06/01/2024 15:00:00 - 06/01/2024 16:00:00;351.20;n/e;n/e;n/e;244.30;0.00;n/e;n/e;n/e;n/e;0.20;722.10;274.90;n/e;n/e;29.30;n/e;1020.20;n/e;0.00;334.20
06/01/2024 16:00:00 - 06/01/2024 17:00:00;347.20;n/e;n/e;n/e;245.00;0.00;n/e;n/e;n/e;n/e;105.00;793.30;497.00;n/e;n/e;28.30;n/e;591.30;n/e;0.00;324.80
06/01/2024 17:00:00 - 06/01/2024 18:00:00;347.80;n/e;n/e;n/e;332.50;0.00;n/e;n/e;n/e;n/e;575.60;797.50;582.60;n/e;n/e;28.10;n/e;256.00;n/e;0.00;329.00
06/01/2024 18:00:00 - 06/01/2024 19:00:00;347.50;n/e;n/e;n/e;380.60;0.00;n/e;n/e;n/e;n/e;2152.10;883.00;1000.40;n/e;n/e;28.20;n/e;16.10;n/e;0.00;396.80
06/01/2024 19:00:00 - 06/01/2024 20:00:00;349.10;n/e;n/e;n/e;653.30;0.00;n/e;n/e;n/e;n/e;2903.70;1203.90;1054.30;n/e;n/e;29.90;n/e;0.10;n/e;0.00;444.50
06/01/2024 20:00:00 - 06/01/2024 21:00:00;349.90;n/e;n/e;n/e;664.00;0.00;n/e;n/e;n/e;n/e;2740.20;1661.80;1053.60;n/e;n/e;29.70;n/e;0.10;n/e;0.00;428.90
06/01/2024 21:00:00 - 06/01/2024 22:00:00;349.70;n/e;n/e;n/e;793.00;0.00;n/e;n/e;n/e;n/e;2728.80;1776.50;1027.10;n/e;n/e;29.90;n/e;0.10;n/e;0.00;374.30
06/01/2024 22:00:00 - 06/01/2024 23:00:00;347.20;n/e;n/e;n/e;767.10;0.00;n/e;n/e;n/e;n/e;2670.50;1514.20;1044.00;n/e;n/e;29.80;n/e;0.20;n/e;0.20;344.70
06/01/2024 23:00:00 - 07/01/2024 00:00:00;347.30;n/e;n/e;n/e;439.10;0.00;n/e;n/e;n/e;n/e;1653.00;964.80;739.50;n/e;n/e;29.00;n/e;0.10;n/e;0.60;368.20
07/01/2024 00:00:00 - 07/01/2024 01:00:00;347.20;n/e;n/e;n/e;239.40;0.00;n/e;n/e;n/e;n/e;1323.70;1004.10;494.00;n/e;n/e;30.10;n/e;0.10;n/e;0.00;396.40
07/01/2024 01:00:00 - 07/01/2024 02:00:00;347.90;n/e;n/e;n/e;237.10;0.00;n/e;n/e;n/e;n/e;859.40;907.90;482.40;n/e;n/e;30.20;n/e;0.00;n/e;0.50;394.30
07/01/2024 02:00:00 - 07/01/2024 03:00:00;345.90;n/e;n/e;n/e;237.90;0.00;n/e;n/e;n/e;n/e;487.20;957.40;468.80;n/e;n/e;29.40;n/e;0.00;n/e;0.30;353.60
07/01/2024 03:00:00 - 07/01/2024 04:00:00;343.70;n/e;n/e;n/e;238.90;0.00;n/e;n/e;n/e;n/e;161.20;552.50;376.90;n/e;n/e;29.50;n/e;0.00;n/e;0.00;382.90
07/01/2024 04:00:00 - 07/01/2024 05:00:00;341.30;n/e;n/e;n/e;238.70;0.00;n/e;n/e;n/e;n/e;38.40;463.60;418.80;n/e;n/e;29.60;n/e;0.00;n/e;0.10;354.30
07/01/2024 05:00:00 - 07/01/2024 06:00:00;335.80;n/e;n/e;n/e;238.10;0.00;n/e;n/e;n/e;n/e;100.30;441.80;447.80;n/e;n/e;26.80;n/e;0.00;n/e;1.10;309.00
07/01/2024 06:00:00 - 07/01/2024 07:00:00;342.10;n/e;n/e;n/e;237.70;0.00;n/e;n/e;n/e;n/e;173.50;553.80;404.10;n/e;n/e;28.30;n/e;0.00;n/e;0.70;274.30
07/01/2024 07:00:00 - 07/01/2024 08:00:00;342.60;n/e;n/e;n/e;237.20;0.00;n/e;n/e;n/e;n/e;326.50;758.10;423.00;n/e;n/e;28.50;n/e;0.00;n/e;0.00;197.70
07/01/2024 08:00:00 - 07/01/2024 09:00:00;348.10;n/e;n/e;n/e;238.00;0.00;n/e;n/e;n/e;n/e;572.70;1187.50;405.30;n/e;n/e;29.50;n/e;1.30;n/e;0.40;139.00
07/01/2024 09:00:00 - 07/01/2024 10:00:00;346.70;n/e;n/e;n/e;242.10;0.00;n/e;n/e;n/e;n/e;625.50;1356.40;400.90;n/e;n/e;30.20;n/e;169.50;n/e;0.70;104.60
07/01/2024 10:00:00 - 07/01/2024 11:00:00;350.80;n/e;n/e;n/e;241.00;0.00;n/e;n/e;n/e;n/e;45.60;1214.80;209.70;n/e;n/e;28.80;n/e;734.90;n/e;0.30;122.80
07/01/2024 11:00:00 - 07/01/2024 12:00:00;351.10;n/e;n/e;n/e;238.60;0.00;n/e;n/e;n/e;n/e;0.10;805.60;196.70;n/e;n/e;28.10;n/e;1269.60;n/e;0.10;115.70
07/01/2024 12:00:00 - 07/01/2024 13:00:00;351.80;n/e;n/e;n/e;237.80;0.00;n/e;n/e;n/e;n/e;0.00;857.40;204.40;n/e;n/e;27.90;n/e;1517.40;n/e;0.00;117.70
07/01/2024 13:00:00 - 07/01/2024 14:00:00;354.30;n/e;n/e;n/e;235.60;0.00;n/e;n/e;n/e;n/e;0.00;855.80;219.10;n/e;n/e;27.60;n/e;1619.90;n/e;0.00;81.10
07/01/2024 14:00:00 - 07/01/2024 15:00:00;350.30;n/e;n/e;n/e;234.20;0.00;n/e;n/e;n/e;n/e;0.00;878.60;163.90;n/e;n/e;27.70;n/e;1594.40;n/e;0.00;42.70
07/01/2024 15:00:00 - 07/01/2024 16:00:00;349.80;n/e;n/e;n/e;236.00;0.00;n/e;n/e;n/e;n/e;0.00;861.10;163.20;n/e;n/e;28.00;n/e;1395.00;n/e;0.00;19.00
07/01/2024 16:00:00 - 07/01/2024 17:00:00;349.80;n/e;n/e;n/e;420.90;0.00;n/e;n/e;n/e;n/e;104.80;900.00;176.50;n/e;n/e;28.70;n/e;941.30;n/e;0.00;11.30
07/01/2024 17:00:00 - 07/01/2024 18:00:00;341.90;n/e;n/e;n/e;858.30;0.00;n/e;n/e;n/e;n/e;562.30;984.90;518.00;n/e;n/e;28.80;n/e;368.20;n/e;0.00;15.30
07/01/2024 18:00:00 - 07/01/2024 19:00:00;338.60;n/e;n/e;n/e;1041.90;0.00;n/e;n/e;n/e;n/e;2499.50;1646.00;1075.40;n/e;n/e;29.50;n/e;19.50;n/e;0.00;20.50
07/01/2024 19:00:00 - 07/01/2024 20:00:00;359.20;n/e;n/e;n/e;1066.90;0.00;n/e;n/e;n/e;n/e;2577.90;2215.50;928.00;n/e;n/e;29.80;n/e;0.10;n/e;0.00;31.70
07/01/2024 20:00:00 - 07/01/2024 21:00:00;359.00;n/e;n/e;n/e;1069.70;0.00;n/e;n/e;n/e;n/e;2011.90;2238.40;992.50;n/e;n/e;30.20;n/e;0.10;n/e;0.10;34.90
07/01/2024 21:00:00 - 07/01/2024 22:00:00;350.50;n/e;n/e;n/e;1067.70;0.00;n/e;n/e;n/e;n/e;1555.60;2232.60;899.70;n/e;n/e;29.60;n/e;0.10;n/e;0.40;36.60
07/01/2024 22:00:00 - 07/01/2024 23:00:00;346.20;n/e;n/e;n/e;1036.20;0.00;n/e;n/e;n/e;n/e;1314.60;2267.40;912.90;n/e;n/e;29.90;n/e;0.30;n/e;0.30;50.20
07/01/2024 23:00:00 - 08/01/2024 00:00:00;345.90;n/e;n/e;n/e;824.40;0.00;n/e;n/e;n/e;n/e;385.40;2108.60;449.60;n/e;n/e;30.30;n/e;0.10;n/e;0.10;69.60
08/01/2024 00:00:00 - 08/01/2024 01:00:00;337.10;n/e;n/e;n/e;683.30;0.00;n/e;n/e;n/e;n/e;185.60;1511.00;373.30;n/e;n/e;30.30;n/e;0.10;n/e;1.40;116.60
08/01/2024 01:00:00 - 08/01/2024 02:00:00;344.90;n/e;n/e;n/e;705.70;0.00;n/e;n/e;n/e;n/e;126.10;1187.90;204.20;n/e;n/e;29.20;n/e;0.00;n/e;1.40;230.00
08/01/2024 02:00:00 - 08/01/2024 03:00:00;344.00;n/e;n/e;n/e;720.20;0.00;n/e;n/e;n/e;n/e;10.70;899.70;212.00;n/e;n/e;30.00;n/e;0.00;n/e;1.70;180.80
08/01/2024 03:00:00 - 08/01/2024 04:00:00;341.30;n/e;n/e;n/e;775.20;0.00;n/e;n/e;n/e;n/e;0.00;750.00;195.30;n/e;n/e;29.90;n/e;0.00;n/e;2.50;229.50
08/01/2024 04:00:00 - 08/01/2024 05:00:00;339.40;n/e;n/e;n/e;769.40;0.00;n/e;n/e;n/e;n/e;0.00;686.50;246.30;n/e;n/e;29.20;n/e;0.00;n/e;1.90;260.30
08/01/2024 05:00:00 - 08/01/2024 06:00:00;335.60;n/e;n/e;n/e;782.50;0.00;n/e;n/e;n/e;n/e;0.00;581.30;250.50;n/e;n/e;29.70;n/e;0.00;n/e;1.20;291.00
08/01/2024 06:00:00 - 08/01/2024 07:00:00;334.60;n/e;n/e;n/e;849.40;0.00;n/e;n/e;n/e;n/e;0.00;708.10;493.20;n/e;n/e;29.60;n/e;0.00;n/e;1.60;250.70
08/01/2024 07:00:00 - 08/01/2024 08:00:00;341.80;n/e;n/e;n/e;1016.00;0.00;n/e;n/e;n/e;n/e;85.80;1354.00;636.10;n/e;n/e;29.00;n/e;0.00;n/e;4.20;223.90
08/01/2024 08:00:00 - 08/01/2024 09:00:00;344.90;n/e;n/e;n/e;1274.00;0.00;n/e;n/e;n/e;n/e;2061.10;1874.40;1120.00;n/e;n/e;29.70;n/e;0.80;n/e;3.30;295.40
08/01/2024 09:00:00 - 08/01/2024 10:00:00;344.60;n/e;n/e;n/e;1525.60;0.00;n/e;n/e;n/e;n/e;1668.30;1929.90;1048.20;n/e;n/e;29.40;n/e;97.40;n/e;3.40;414.40
08/01/2024 10:00:00 - 08/01/2024 11:00:00;342.50;n/e;n/e;n/e;1646.00;0.00;n/e;n/e;n/e;n/e;451.90;1869.40;481.80;n/e;n/e;29.70;n/e;242.90;n/e;5.40;532.30
08/01/2024 11:00:00 - 08/01/2024 12:00:00;343.10;n/e;n/e;n/e;1562.80;0.00;n/e;n/e;n/e;n/e;320.10;1766.90;479.50;n/e;n/e;30.10;n/e;343.50;n/e;5.40;582.70
08/01/2024 12:00:00 - 08/01/2024 13:00:00;339.60;n/e;n/e;n/e;1528.80;0.00;n/e;n/e;n/e;n/e;670.90;1278.10;240.70;n/e;n/e;30.10;n/e;484.60;n/e;4.80;622.90
08/01/2024 13:00:00 - 08/01/2024 14:00:00;345.30;n/e;n/e;n/e;1640.60;0.00;n/e;n/e;n/e;n/e;289.50;1874.90;243.50;n/e;n/e;30.20;n/e;524.20;n/e;1.90;581.90
08/01/2024 14:00:00 - 08/01/2024 15:00:00;347.80;n/e;n/e;n/e;1934.50;0.00;n/e;n/e;n/e;n/e;438.30;2179.20;302.00;n/e;n/e;29.60;n/e;436.10;n/e;1.80;459.20
08/01/2024 15:00:00 - 08/01/2024 16:00:00;340.80;n/e;n/e;n/e;2164.90;0.00;n/e;n/e;n/e;n/e;384.40;2066.70;554.00;n/e;n/e;29.30;n/e;286.70;n/e;5.80;389.20
08/01/2024 16:00:00 - 08/01/2024 17:00:00;326.70;n/e;n/e;n/e;2389.80;0.00;n/e;n/e;n/e;n/e;920.50;2224.20;848.70;n/e;n/e;28.80;n/e;128.80;n/e;3.40;429.30
08/01/2024 17:00:00 - 08/01/2024 18:00:00;330.30;n/e;n/e;n/e;2803.50;0.00;n/e;n/e;n/e;n/e;1559.30;2358.90;1134.70;n/e;n/e;29.00;n/e;38.80;n/e;6.70;638.20
08/01/2024 18:00:00 - 08/01/2024 19:00:00;338.50;n/e;n/e;n/e;2815.00;0.00;n/e;n/e;n/e;n/e;2325.90;2371.30;1254.30;n/e;n/e;29.60;n/e;1.20;n/e;8.20;926.10
08/01/2024 19:00:00 - 08/01/2024 20:00:00;342.50;n/e;n/e;n/e;2818.50;0.00;n/e;n/e;n/e;n/e;2374.50;2403.10;1136.70;n/e;n/e;30.00;n/e;0.10;n/e;19.00;1206.80
08/01/2024 20:00:00 - 08/01/2024 21:00:00;345.40;n/e;n/e;n/e;2815.10;0.00;n/e;n/e;n/e;n/e;2723.20;2489.80;1360.50;n/e;n/e;29.90;n/e;0.10;n/e;14.60;1316.20
08/01/2024 21:00:00 - 08/01/2024 22:00:00;343.30;n/e;n/e;n/e;3178.50;0.00;n/e;n/e;n/e;n/e;2082.70;2528.10;1381.10;n/e;n/e;29.20;n/e;0.10;n/e;8.90;1346.70
08/01/2024 22:00:00 - 08/01/2024 23:00:00;340.10;n/e;n/e;n/e;2827.00;0.00;n/e;n/e;n/e;n/e;980.30;2477.10;963.90;n/e;n/e;30.20;n/e;0.20;n/e;3.90;1264.30
08/01/2024 23:00:00 - 09/01/2024 00:00:00;342.10;n/e;n/e;n/e;2708.90;0.00;n/e;n/e;n/e;n/e;514.40;2389.30;579.70;n/e;n/e;29.80;n/e;0.10;n/e;3.20;1202.20
09/01/2024 00:00:00 - 09/01/2024 01:00:00;344.90;n/e;n/e;n/e;2955.50;0.00;n/e;n/e;n/e;n/e;299.20;2233.50;518.40;n/e;n/e;30.40;n/e;0.10;n/e;7.00;938.00
09/01/2024 01:00:00 - 09/01/2024 02:00:00;351.10;n/e;n/e;n/e;2893.70;0.00;n/e;n/e;n/e;n/e;300.30;1965.00;504.70;n/e;n/e;30.70;n/e;0.00;n/e;7.60;766.90
09/01/2024 02:00:00 - 09/01/2024 03:00:00;348.60;n/e;n/e;n/e;2756.20;0.00;n/e;n/e;n/e;n/e;188.90;1912.30;563.00;n/e;n/e;29.90;n/e;0.00;n/e;13.50;677.30
09/01/2024 03:00:00 - 09/01/2024 04:00:00;343.80;n/e;n/e;n/e;2609.30;0.00;n/e;n/e;n/e;n/e;182.50;1905.90;687.60;n/e;n/e;30.30;n/e;0.00;n/e;11.30;575.30
09/01/2024 04:00:00 - 09/01/2024 05:00:00;336.00;n/e;n/e;n/e;2739.90;0.00;n/e;n/e;n/e;n/e;182.60;2283.90;357.40;n/e;n/e;30.90;n/e;0.00;n/e;9.40;550.90
09/01/2024 05:00:00 - 09/01/2024 06:00:00;339.40;n/e;n/e;n/e;2835.40;0.00;n/e;n/e;n/e;n/e;183.00;2313.50;361.90;n/e;n/e;30.80;n/e;0.00;n/e;7.90;507.20
09/01/2024 06:00:00 - 09/01/2024 07:00:00;342.30;n/e;n/e;n/e;3137.30;0.00;n/e;n/e;n/e;n/e;188.80;2280.60;415.00;n/e;n/e;30.50;n/e;0.00;n/e;8.10;456.90
09/01/2024 07:00:00 - 09/01/2024 08:00:00;345.80;n/e;n/e;n/e;3474.90;0.00;n/e;n/e;n/e;n/e;530.30;2351.40;808.10;n/e;n/e;31.50;n/e;0.00;n/e;6.40;475.20
09/01/2024 08:00:00 - 09/01/2024 09:00:00;328.40;n/e;n/e;n/e;3676.20;0.00;n/e;n/e;n/e;n/e;1226.20;2409.70;1080.90;n/e;n/e;32.10;n/e;0.10;n/e;5.30;420.80
09/01/2024 09:00:00 - 09/01/2024 10:00:00;327.00;n/e;n/e;n/e;3695.40;0.00;n/e;n/e;n/e;n/e;1133.30;2396.70;1064.80;n/e;n/e;31.20;n/e;28.90;n/e;4.80;327.20
09/01/2024 10:00:00 - 09/01/2024 11:00:00;333.40;n/e;n/e;n/e;3639.50;0.00;n/e;n/e;n/e;n/e;1018.30;2490.90;625.00;n/e;n/e;30.70;n/e;105.50;n/e;7.10;241.30
09/01/2024 11:00:00 - 09/01/2024 12:00:00;341.80;n/e;n/e;n/e;3563.10;0.00;n/e;n/e;n/e;n/e;904.50;2409.50;554.10;n/e;n/e;31.00;n/e;195.90;n/e;12.10;264.60
09/01/2024 12:00:00 - 09/01/2024 13:00:00;336.90;n/e;n/e;n/e;3604.90;0.00;n/e;n/e;n/e;n/e;212.60;1996.00;574.80;n/e;n/e;30.00;n/e;312.80;n/e;14.20;292.70
09/01/2024 13:00:00 - 09/01/2024 14:00:00;326.70;n/e;n/e;n/e;3605.50;0.00;n/e;n/e;n/e;n/e;342.30;2053.60;545.10;n/e;n/e;30.60;n/e;407.20;n/e;16.30;274.40
09/01/2024 14:00:00 - 09/01/2024 15:00:00;310.00;n/e;n/e;n/e;3645.40;0.00;n/e;n/e;n/e;n/e;677.40;1996.40;609.00;n/e;n/e;30.50;n/e;303.10;n/e;17.60;240.90
09/01/2024 15:00:00 - 09/01/2024 16:00:00;295.90;n/e;n/e;n/e;3630.00;0.00;n/e;n/e;n/e;n/e;845.90;2136.20;1006.30;n/e;n/e;28.80;n/e;240.10;n/e;15.50;203.50
09/01/2024 16:00:00 - 09/01/2024 17:00:00;290.80;n/e;n/e;n/e;3512.50;0.00;n/e;n/e;n/e;n/e;1013.40;2314.20;1161.30;n/e;n/e;26.60;n/e;192.50;n/e;18.00;170.10
09/01/2024 17:00:00 - 09/01/2024 18:00:00;288.40;n/e;n/e;n/e;3527.80;0.00;n/e;n/e;n/e;n/e;1262.90;2472.40;1351.90;n/e;n/e;26.10;n/e;92.40;n/e;20.80;171.70
09/01/2024 18:00:00 - 09/01/2024 19:00:00;290.60;n/e;n/e;n/e;3661.70;0.00;n/e;n/e;n/e;n/e;1388.20;2482.40;1277.80;n/e;n/e;26.30;n/e;6.90;n/e;5.40;169.60
09/01/2024 19:00:00 - 09/01/2024 20:00:00;295.10;n/e;n/e;n/e;3666.80;0.00;n/e;n/e;n/e;n/e;1457.40;2548.30;1309.70;n/e;n/e;28.00;n/e;0.10;n/e;2.90;214.50
09/01/2024 20:00:00 - 09/01/2024 21:00:00;296.50;n/e;n/e;n/e;3649.70;0.00;n/e;n/e;n/e;n/e;1575.10;2546.00;1494.70;n/e;n/e;29.60;n/e;0.10;n/e;7.30;270.50
09/01/2024 21:00:00 - 09/01/2024 22:00:00;297.20;n/e;n/e;n/e;3670.10;0.00;n/e;n/e;n/e;n/e;1432.90;2546.20;1169.50;n/e;n/e;29.60;n/e;0.10;n/e;4.30;266.10
09/01/2024 22:00:00 - 09/01/2024 23:00:00;302.30;n/e;n/e;n/e;3532.20;0.00;n/e;n/e;n/e;n/e;554.00;2551.00;927.30;n/e;n/e;30.70;n/e;0.10;n/e;2.80;296.70
09/01/2024 23:00:00 - 10/01/2024 00:00:00;310.10;n/e;n/e;n/e;3512.60;0.00;n/e;n/e;n/e;n/e;183.70;2523.70;645.10;n/e;n/e;30.50;n/e;0.10;n/e;1.40;331.80
10/01/2024 00:00:00 - 10/01/2024 01:00:00;315.30;n/e;n/e;n/e;3074.90;0.00;n/e;n/e;n/e;n/e;183.10;2460.50;586.00;n/e;n/e;31.00;n/e;0.10;n/e;0.10;438.70
10/01/2024 01:00:00 - 10/01/2024 02:00:00;323.50;n/e;n/e;n/e;3024.80;0.00;n/e;n/e;n/e;n/e;183.20;2264.30;475.30;n/e;n/e;30.10;n/e;0.00;n/e;0.00;586.10
10/01/2024 02:00:00 - 10/01/2024 03:00:00;321.70;n/e;n/e;n/e;2972.10;0.00;n/e;n/e;n/e;n/e;176.50;2017.70;281.10;n/e;n/e;29.10;n/e;0.00;n/e;0.00;639.30
10/01/2024 03:00:00 - 10/01/2024 04:00:00;320.80;n/e;n/e;n/e;2931.30;0.00;n/e;n/e;n/e;n/e;1.50;2011.00;227.90;n/e;n/e;31.50;n/e;0.00;n/e;0.10;872.60
10/01/2024 04:00:00 - 10/01/2024 05:00:00;316.80;n/e;n/e;n/e;3065.90;0.00;n/e;n/e;n/e;n/e;61.60;1994.40;243.80;n/e;n/e;29.60;n/e;0.00;n/e;0.10;893.30
10/01/2024 05:00:00 - 10/01/2024 06:00:00;316.50;n/e;n/e;n/e;3253.30;0.00;n/e;n/e;n/e;n/e;139.70;1988.30;282.00;n/e;n/e;28.50;n/e;0.00;n/e;0.00;811.00
10/01/2024 06:00:00 - 10/01/2024 07:00:00;316.00;n/e;n/e;n/e;3522.20;0.00;n/e;n/e;n/e;n/e;310.10;2137.30;660.50;n/e;n/e;28.90;n/e;0.00;n/e;0.00;766.40
10/01/2024 07:00:00 - 10/01/2024 08:00:00;317.60;n/e;n/e;n/e;3549.70;0.00;n/e;n/e;n/e;n/e;984.90;2336.20;923.20;n/e;n/e;29.20;n/e;0.10;n/e;0.10;873.80
10/01/2024 08:00:00 - 10/01/2024 09:00:00;317.20;n/e;n/e;n/e;3603.90;0.00;n/e;n/e;n/e;n/e;1579.90;2189.70;1267.40;n/e;n/e;28.50;n/e;0.60;n/e;2.10;1018.10
10/01/2024 09:00:00 - 10/01/2024 10:00:00;315.90;n/e;n/e;n/e;3569.60;0.00;n/e;n/e;n/e;n/e;1951.30;2345.90;1271.50;n/e;n/e;30.50;n/e;88.40;n/e;0.20;891.80
10/01/2024 10:00:00 - 10/01/2024 11:00:00;312.30;n/e;n/e;n/e;3372.30;0.00;n/e;n/e;n/e;n/e;1901.90;1988.10;970.20;n/e;n/e;29.60;n/e;379.40;n/e;0.00;1188.40
10/01/2024 11:00:00 - 10/01/2024 12:00:00;309.50;n/e;n/e;n/e;3532.10;0.00;n/e;n/e;n/e;n/e;932.80;1852.30;850.40;n/e;n/e;29.70;n/e;626.20;n/e;3.90;1243.80
10/01/2024 12:00:00 - 10/01/2024 13:00:00;319.00;n/e;n/e;n/e;3537.80;0.00;n/e;n/e;n/e;n/e;721.10;1779.40;788.50;n/e;n/e;30.20;n/e;713.70;n/e;6.00;1379.20
10/01/2024 13:00:00 - 10/01/2024 14:00:00;322.00;n/e;n/e;n/e;3493.90;0.00;n/e;n/e;n/e;n/e;364.30;1727.90;689.00;n/e;n/e;31.20;n/e;683.60;n/e;7.00;1678.50
10/01/2024 14:00:00 - 10/01/2024 15:00:00;320.90;n/e;n/e;n/e;3570.60;0.00;n/e;n/e;n/e;n/e;416.30;1774.00;763.50;n/e;n/e;30.30;n/e;694.80;n/e;9.70;1956.30
10/01/2024 15:00:00 - 10/01/2024 16:00:00;324.80;n/e;n/e;n/e;3610.50;0.00;n/e;n/e;n/e;n/e;530.10;1677.60;509.30;n/e;n/e;30.90;n/e;752.20;n/e;10.70;1931.70
10/01/2024 16:00:00 - 10/01/2024 17:00:00;327.30;n/e;n/e;n/e;3572.60;0.00;n/e;n/e;n/e;n/e;542.50;1810.00;531.80;n/e;n/e;31.10;n/e;681.20;n/e;12.60;2023.80
10/01/2024 17:00:00 - 10/01/2024 18:00:00;324.00;n/e;n/e;n/e;3614.30;0.00;n/e;n/e;n/e;n/e;701.80;2097.80;608.80;n/e;n/e;31.00;n/e;311.00;n/e;14.50;2179.70
10/01/2024 18:00:00 - 10/01/2024 19:00:00;326.30;n/e;n/e;n/e;3613.10;0.00;n/e;n/e;n/e;n/e;1389.40;2247.30;753.20;n/e;n/e;30.50;n/e;16.30;n/e;9.50;2028.60
10/01/2024 19:00:00 - 10/01/2024 20:00:00;334.10;n/e;n/e;n/e;3675.80;0.00;n/e;n/e;n/e;n/e;1297.20;2313.00;953.90;n/e;n/e;30.50;n/e;0.10;n/e;10.80;2065.40
10/01/2024 20:00:00 - 10/01/2024 21:00:00;336.40;n/e;n/e;n/e;3695.60;0.00;n/e;n/e;n/e;n/e;1586.70;2283.50;1291.00;n/e;n/e;31.30;n/e;0.10;n/e;14.30;1807.60
10/01/2024 21:00:00 - 10/01/2024 22:00:00;335.30;n/e;n/e;n/e;3664.30;0.00;n/e;n/e;n/e;n/e;1208.50;2280.60;1183.10;n/e;n/e;30.80;n/e;0.10;n/e;23.50;1524.50
10/01/2024 22:00:00 - 10/01/2024 23:00:00;346.00;n/e;n/e;n/e;3618.80;0.00;n/e;n/e;n/e;n/e;726.40;2419.40;1117.20;n/e;n/e;31.60;n/e;0.20;n/e;23.70;1390.50
10/01/2024 23:00:00 - 11/01/2024 00:00:00;342.30;n/e;n/e;n/e;3043.20;0.00;n/e;n/e;n/e;n/e;500.40;2268.40;615.10;n/e;n/e;32.50;n/e;0.10;n/e;21.30;1163.20
