Timestep ;Biomass (MW);Energy storage (MW);Fossil Brown coal/Lignite (MW);Fossil Coal-derived gas (MW);Fossil Gas (MW);Fossil Hard coal (MW);Fossil Oil (MW);Fossil Oil shale (MW);Fossil Peat (MW);Geothermal (MW);Hydro Pumped Storage (MW);Hydro Run-of-river and pondage (MW);Hydro Water Reservoir (MW);Marine (MW);Nuclear (MW);Other (MW);Other renewable (MW);Solar (MW);Waste (MW);Wind Offshore (MW);Wind Onshore (MW)
09/08/2024 03:00:00 - 09/08/2024 04:00:00;382.40;n/e;n/e;n/e;571.00;0.00;n/e;n/e;n/e;n/e;620.80;528.00;361.50;n/e;n/e;27.10;n/e;0.00;n/e;25.00;841.90
09/08/2024 04:00:00 - 09/08/2024 05:00:00;380.70;n/e;n/e;n/e;600.00;0.00;n/e;n/e;n/e;n/e;518.30;530.60;336.60;n/e;n/e;26.00;n/e;0.00;n/e;25.00;965.70
09/08/2024 05:00:00 - 09/08/2024 06:00:00;377.60;n/e;n/e;n/e;600.20;0.00;n/e;n/e;n/e;n/e;368.30;467.60;258.60;n/e;n/e;25.00;n/e;0.00;n/e;25.00;1194.40
09/08/2024 06:00:00 - 09/08/2024 07:00:00;378.60;n/e;n/e;n/e;597.80;0.00;n/e;n/e;n/e;n/e;377.30;447.00;418.60;n/e;n/e;24.80;n/e;0.00;n/e;25.00;1218.80
09/08/2024 07:00:00 - 09/08/2024 08:00:00;377.70;n/e;n/e;n/e;591.40;0.00;n/e;n/e;n/e;n/e;981.10;514.50;394.70;n/e;n/e;26.00;n/e;3.10;n/e;25.00;1038.70
09/08/2024 08:00:00 - 09/08/2024 09:00:00;377.90;n/e;n/e;n/e;616.40;0.00;n/e;n/e;n/e;n/e;569.10;681.10;354.60;n/e;n/e;23.30;n/e;162.60;n/e;25.00;801.20
09/08/2024 09:00:00 - 09/08/2024 10:00:00;383.80;n/e;n/e;n/e;657.80;0.00;n/e;n/e;n/e;n/e;226.40;585.90;208.70;n/e;n/e;26.20;n/e;637.60;n/e;25.00;607.10
09/08/2024 10:00:00 - 09/08/2024 11:00:00;379.70;n/e;n/e;n/e;742.60;0.00;n/e;n/e;n/e;n/e;184.90;426.40;147.80;n/e;n/e;25.60;n/e;1178.10;n/e;24.90;352.60
09/08/2024 11:00:00 - 09/08/2024 12:00:00;377.10;n/e;n/e;n/e;674.30;0.00;n/e;n/e;n/e;n/e;8.60;299.10;72.90;n/e;n/e;25.40;n/e;1785.10;n/e;25.00;142.90
09/08/2024 12:00:00 - 09/08/2024 13:00:00;382.90;n/e;n/e;n/e;723.30;0.00;n/e;n/e;n/e;n/e;0.00;318.50;40.70;n/e;n/e;25.40;n/e;2284.10;n/e;25.00;58.80
09/08/2024 13:00:00 - 09/08/2024 14:00:00;381.50;n/e;n/e;n/e;748.30;0.00;n/e;n/e;n/e;n/e;0.00;287.80;42.60;n/e;n/e;26.60;n/e;2445.40;n/e;25.00;34.20
09/08/2024 14:00:00 - 09/08/2024 15:00:00;382.10;n/e;n/e;n/e;746.10;0.00;n/e;n/e;n/e;n/e;0.00;278.50;43.10;n/e;n/e;26.40;n/e;2497.30;n/e;25.00;68.30
09/08/2024 15:00:00 - 09/08/2024 16:00:00;384.30;n/e;n/e;n/e;777.60;0.00;n/e;n/e;n/e;n/e;0.00;257.00;37.10;n/e;n/e;26.40;n/e;2430.30;n/e;25.00;184.80
09/08/2024 16:00:00 - 09/08/2024 17:00:00;382.90;n/e;n/e;n/e;729.70;0.00;n/e;n/e;n/e;n/e;0.00;146.20;36.70;n/e;n/e;25.70;n/e;2298.70;n/e;25.00;361.50
09/08/2024 17:00:00 - 09/08/2024 18:00:00;378.00;n/e;n/e;n/e;743.60;0.00;n/e;n/e;n/e;n/e;0.00;156.20;37.10;n/e;n/e;26.90;n/e;1979.10;n/e;25.00;592.00
09/08/2024 18:00:00 - 09/08/2024 19:00:00;374.00;n/e;n/e;n/e;777.20;0.00;n/e;n/e;n/e;n/e;0.40;184.40;37.10;n/e;n/e;26.90;n/e;1611.20;n/e;25.00;810.40
09/08/2024 19:00:00 - 09/08/2024 20:00:00;374.90;n/e;n/e;n/e;574.60;0.00;n/e;n/e;n/e;n/e;418.70;312.50;212.60;n/e;n/e;27.00;n/e;992.50;n/e;25.00;956.00
09/08/2024 20:00:00 - 09/08/2024 21:00:00;377.90;n/e;n/e;n/e;556.60;0.00;n/e;n/e;n/e;n/e;1423.50;522.40;505.90;n/e;n/e;28.30;n/e;313.00;n/e;25.00;1037.30
09/08/2024 21:00:00 - 09/08/2024 22:00:00;383.10;n/e;n/e;n/e;574.80;0.00;n/e;n/e;n/e;n/e;1833.80;686.00;953.00;n/e;n/e;29.10;n/e;18.80;n/e;25.00;1134.80
09/08/2024 22:00:00 - 09/08/2024 23:00:00;390.30;n/e;n/e;n/e;585.20;0.00;n/e;n/e;n/e;n/e;1685.70;696.30;617.80;n/e;n/e;30.70;n/e;0.20;n/e;25.00;1196.90
09/08/2024 23:00:00 - 10/08/2024 00:00:00;384.50;n/e;n/e;n/e;591.10;0.00;n/e;n/e;n/e;n/e;1006.10;640.00;351.60;n/e;n/e;30.00;n/e;0.10;n/e;25.00;1082.60
10/08/2024 00:00:00 - 10/08/2024 01:00:00;387.10;n/e;n/e;n/e;509.90;0.00;n/e;n/e;n/e;n/e;854.80;650.20;301.20;n/e;n/e;30.50;n/e;0.10;n/e;25.00;1034.20
10/08/2024 01:00:00 - 10/08/2024 02:00:00;389.10;n/e;n/e;n/e;494.90;0.00;n/e;n/e;n/e;n/e;784.90;602.70;244.00;n/e;n/e;30.70;n/e;0.10;n/e;25.00;975.40
10/08/2024 02:00:00 - 10/08/2024 03:00:00;389.00;n/e;n/e;n/e;488.60;0.00;n/e;n/e;n/e;n/e;518.40;629.60;221.70;n/e;n/e;31.00;n/e;0.10;n/e;24.80;936.10
10/08/2024 03:00:00 - 10/08/2024 04:00:00;387.20;n/e;n/e;n/e;481.80;0.00;n/e;n/e;n/e;n/e;533.30;649.70;286.70;n/e;n/e;30.60;n/e;0.00;n/e;19.90;1034.70
10/08/2024 04:00:00 - 10/08/2024 05:00:00;387.00;n/e;n/e;n/e;493.80;0.00;n/e;n/e;n/e;n/e;508.00;610.70;282.60;n/e;n/e;30.20;n/e;0.00;n/e;6.50;1160.80
10/08/2024 05:00:00 - 10/08/2024 06:00:00;389.50;n/e;n/e;n/e;487.10;0.00;n/e;n/e;n/e;n/e;519.50;696.70;332.80;n/e;n/e;29.40;n/e;0.00;n/e;2.60;1194.50
10/08/2024 06:00:00 - 10/08/2024 07:00:00;387.80;n/e;n/e;n/e;485.40;0.00;n/e;n/e;n/e;n/e;437.80;677.40;303.80;n/e;n/e;29.10;n/e;0.00;n/e;3.00;1203.90
10/08/2024 07:00:00 - 10/08/2024 08:00:00;388.10;n/e;n/e;n/e;486.10;0.00;n/e;n/e;n/e;n/e;533.60;704.20;360.30;n/e;n/e;30.30;n/e;3.00;n/e;0.30;1080.00
10/08/2024 08:00:00 - 10/08/2024 09:00:00;394.30;n/e;n/e;n/e;451.00;0.00;n/e;n/e;n/e;n/e;86.60;736.90;188.60;n/e;n/e;30.60;n/e;194.00;n/e;1.30;897.60
10/08/2024 09:00:00 - 10/08/2024 10:00:00;386.80;n/e;n/e;n/e;448.80;0.00;n/e;n/e;n/e;n/e;0.70;587.60;6.30;n/e;n/e;30.10;n/e;808.00;n/e;0.70;743.70
10/08/2024 10:00:00 - 10/08/2024 11:00:00;392.10;n/e;n/e;n/e;442.80;0.00;n/e;n/e;n/e;n/e;0.00;318.70;5.70;n/e;n/e;30.90;n/e;1471.20;n/e;0.00;599.30
10/08/2024 11:00:00 - 10/08/2024 12:00:00;382.60;n/e;n/e;n/e;458.80;0.00;n/e;n/e;n/e;n/e;0.00;288.60;34.20;n/e;n/e;29.80;n/e;1945.50;n/e;0.00;504.30
10/08/2024 12:00:00 - 10/08/2024 13:00:00;389.30;n/e;n/e;n/e;504.80;0.00;n/e;n/e;n/e;n/e;0.00;316.10;29.30;n/e;n/e;30.30;n/e;2266.40;n/e;0.00;347.90
10/08/2024 13:00:00 - 10/08/2024 14:00:00;389.20;n/e;n/e;n/e;492.30;0.00;n/e;n/e;n/e;n/e;0.00;302.90;37.10;n/e;n/e;30.60;n/e;2414.10;n/e;0.00;303.50
10/08/2024 14:00:00 - 10/08/2024 15:00:00;390.60;n/e;n/e;n/e;461.60;0.00;n/e;n/e;n/e;n/e;26.80;209.60;50.10;n/e;n/e;30.60;n/e;2417.60;n/e;0.00;383.80
10/08/2024 15:00:00 - 10/08/2024 16:00:00;389.20;n/e;n/e;n/e;443.60;0.00;n/e;n/e;n/e;n/e;48.30;165.00;48.90;n/e;n/e;30.30;n/e;2388.60;n/e;0.00;500.20
10/08/2024 16:00:00 - 10/08/2024 17:00:00;387.00;n/e;n/e;n/e;479.80;0.00;n/e;n/e;n/e;n/e;63.80;187.80;70.40;n/e;n/e;30.50;n/e;2294.10;n/e;0.00;582.80
10/08/2024 17:00:00 - 10/08/2024 18:00:00;388.00;n/e;n/e;n/e;466.60;0.00;n/e;n/e;n/e;n/e;60.60;189.00;82.70;n/e;n/e;30.80;n/e;2030.80;n/e;0.00;638.90
10/08/2024 18:00:00 - 10/08/2024 19:00:00;390.40;n/e;n/e;n/e;464.60;0.00;n/e;n/e;n/e;n/e;166.40;94.70;35.50;n/e;n/e;30.60;n/e;1649.00;n/e;0.00;627.40
10/08/2024 19:00:00 - 10/08/2024 20:00:00;389.70;n/e;n/e;n/e;453.20;0.00;n/e;n/e;n/e;n/e;245.70;229.60;56.60;n/e;n/e;30.30;n/e;987.30;n/e;0.00;633.10
10/08/2024 20:00:00 - 10/08/2024 21:00:00;392.40;n/e;n/e;n/e;521.00;0.00;n/e;n/e;n/e;n/e;1159.70;461.10;280.20;n/e;n/e;30.70;n/e;305.50;n/e;0.00;667.10
10/08/2024 21:00:00 - 10/08/2024 22:00:00;391.50;n/e;n/e;n/e;540.10;0.00;n/e;n/e;n/e;n/e;1705.50;805.60;713.10;n/e;n/e;30.30;n/e;18.10;n/e;0.00;626.50
10/08/2024 22:00:00 - 10/08/2024 23:00:00;385.20;n/e;n/e;n/e;553.60;0.00;n/e;n/e;n/e;n/e;1585.40;987.00;766.90;n/e;n/e;30.90;n/e;0.20;n/e;0.00;621.40
10/08/2024 23:00:00 - 11/08/2024 00:00:00;385.80;n/e;n/e;n/e;498.00;0.00;n/e;n/e;n/e;n/e;909.30;734.20;313.20;n/e;n/e;31.20;n/e;0.10;n/e;0.90;585.60
11/08/2024 00:00:00 - 11/08/2024 01:00:00;382.00;n/e;n/e;n/e;485.70;0.00;n/e;n/e;n/e;n/e;925.30;762.70;319.50;n/e;n/e;30.90;n/e;0.10;n/e;2.50;516.80
11/08/2024 01:00:00 - 11/08/2024 02:00:00;390.40;n/e;n/e;n/e;484.20;0.00;n/e;n/e;n/e;n/e;664.00;601.30;247.00;n/e;n/e;30.60;n/e;0.10;n/e;5.90;415.50
11/08/2024 02:00:00 - 11/08/2024 03:00:00;385.90;n/e;n/e;n/e;486.30;0.00;n/e;n/e;n/e;n/e;392.70;363.30;263.30;n/e;n/e;31.10;n/e;0.10;n/e;7.40;371.70
11/08/2024 03:00:00 - 11/08/2024 04:00:00;385.70;n/e;n/e;n/e;495.40;0.00;n/e;n/e;n/e;n/e;306.90;370.70;254.60;n/e;n/e;30.00;n/e;0.00;n/e;8.10;276.50
11/08/2024 04:00:00 - 11/08/2024 05:00:00;383.20;n/e;n/e;n/e;522.30;0.00;n/e;n/e;n/e;n/e;301.30;398.40;260.20;n/e;n/e;30.10;n/e;0.00;n/e;5.10;173.10
11/08/2024 05:00:00 - 11/08/2024 06:00:00;383.10;n/e;n/e;n/e;552.80;0.00;n/e;n/e;n/e;n/e;485.70;437.40;289.90;n/e;n/e;29.40;n/e;0.00;n/e;4.00;119.70
11/08/2024 06:00:00 - 11/08/2024 07:00:00;387.90;n/e;n/e;n/e;516.70;0.00;n/e;n/e;n/e;n/e;675.20;401.00;289.30;n/e;n/e;30.40;n/e;0.00;n/e;2.80;118.30
11/08/2024 07:00:00 - 11/08/2024 08:00:00;387.40;n/e;n/e;n/e;503.00;0.00;n/e;n/e;n/e;n/e;419.50;412.10;255.70;n/e;n/e;30.90;n/e;2.40;n/e;2.80;130.60
11/08/2024 08:00:00 - 11/08/2024 09:00:00;392.10;n/e;n/e;n/e;470.10;0.00;n/e;n/e;n/e;n/e;141.50;338.50;181.00;n/e;n/e;30.80;n/e;169.50;n/e;5.60;173.30
11/08/2024 09:00:00 - 11/08/2024 10:00:00;386.10;n/e;n/e;n/e;458.30;0.00;n/e;n/e;n/e;n/e;2.10;375.10;227.30;n/e;n/e;30.00;n/e;702.70;n/e;9.10;215.70
11/08/2024 10:00:00 - 11/08/2024 11:00:00;391.00;n/e;n/e;n/e;472.60;0.00;n/e;n/e;n/e;n/e;1.40;421.10;226.90;n/e;n/e;30.40;n/e;1246.80;n/e;6.90;235.20
11/08/2024 11:00:00 - 11/08/2024 12:00:00;389.20;n/e;n/e;n/e;473.20;0.00;n/e;n/e;n/e;n/e;0.00;347.00;41.00;n/e;n/e;30.10;n/e;1673.40;n/e;7.40;237.10
11/08/2024 12:00:00 - 11/08/2024 13:00:00;388.90;n/e;n/e;n/e;441.30;0.00;n/e;n/e;n/e;n/e;0.00;370.40;37.10;n/e;n/e;30.40;n/e;1974.30;n/e;7.20;273.00
11/08/2024 13:00:00 - 11/08/2024 14:00:00;393.20;n/e;n/e;n/e;445.80;0.00;n/e;n/e;n/e;n/e;0.00;291.30;30.50;n/e;n/e;29.90;n/e;2264.70;n/e;4.20;355.70
11/08/2024 14:00:00 - 11/08/2024 15:00:00;394.40;n/e;n/e;n/e;461.60;0.00;n/e;n/e;n/e;n/e;0.00;207.70;16.00;n/e;n/e;30.80;n/e;2404.30;n/e;3.70;432.40
11/08/2024 15:00:00 - 11/08/2024 16:00:00;396.50;n/e;n/e;n/e;473.20;0.00;n/e;n/e;n/e;n/e;0.00;164.70;21.50;n/e;n/e;30.50;n/e;2393.60;n/e;2.20;594.60
11/08/2024 16:00:00 - 11/08/2024 17:00:00;389.50;n/e;n/e;n/e;463.70;0.00;n/e;n/e;n/e;n/e;0.00;180.80;37.10;n/e;n/e;29.70;n/e;2257.40;n/e;0.80;815.60
11/08/2024 17:00:00 - 11/08/2024 18:00:00;389.70;n/e;n/e;n/e;468.90;0.00;n/e;n/e;n/e;n/e;0.50;154.50;37.20;n/e;n/e;29.90;n/e;2037.30;n/e;0.20;1094.10
11/08/2024 18:00:00 - 11/08/2024 19:00:00;391.60;n/e;n/e;n/e;448.30;0.00;n/e;n/e;n/e;n/e;93.30;158.00;37.10;n/e;n/e;30.60;n/e;1644.70;n/e;0.00;1380.10
11/08/2024 19:00:00 - 11/08/2024 20:00:00;395.40;n/e;n/e;n/e;476.50;0.00;n/e;n/e;n/e;n/e;198.70;293.40;31.50;n/e;n/e;29.90;n/e;990.40;n/e;0.00;1556.10
11/08/2024 20:00:00 - 11/08/2024 21:00:00;394.00;n/e;n/e;n/e;529.50;0.00;n/e;n/e;n/e;n/e;604.80;409.90;80.90;n/e;n/e;30.70;n/e;305.50;n/e;1.50;1560.50
11/08/2024 21:00:00 - 11/08/2024 22:00:00;397.70;n/e;n/e;n/e;541.40;0.00;n/e;n/e;n/e;n/e;1419.20;638.90;224.20;n/e;n/e;31.20;n/e;15.80;n/e;3.20;1662.30
11/08/2024 22:00:00 - 11/08/2024 23:00:00;396.70;n/e;n/e;n/e;519.10;0.00;n/e;n/e;n/e;n/e;1568.70;771.10;271.50;n/e;n/e;31.50;n/e;0.20;n/e;6.60;1599.20
11/08/2024 23:00:00 - 12/08/2024 00:00:00;388.40;n/e;n/e;n/e;565.50;0.00;n/e;n/e;n/e;n/e;851.30;779.80;197.20;n/e;n/e;31.30;n/e;0.10;n/e;8.20;1350.50
12/08/2024 00:00:00 - 12/08/2024 01:00:00;387.70;n/e;n/e;n/e;509.00;0.00;n/e;n/e;n/e;n/e;440.20;684.20;160.30;n/e;n/e;31.00;n/e;0.10;n/e;10.50;1152.50
12/08/2024 01:00:00 - 12/08/2024 02:00:00;392.60;n/e;n/e;n/e;499.60;0.00;n/e;n/e;n/e;n/e;385.90;613.00;68.00;n/e;n/e;30.40;n/e;0.10;n/e;17.10;1126.80
12/08/2024 02:00:00 - 12/08/2024 03:00:00;388.30;n/e;n/e;n/e;517.00;0.00;n/e;n/e;n/e;n/e;354.80;309.50;70.30;n/e;n/e;30.00;n/e;0.10;n/e;12.90;935.60
12/08/2024 03:00:00 - 12/08/2024 04:00:00;385.70;n/e;n/e;n/e;521.10;0.00;n/e;n/e;n/e;n/e;358.70;322.30;72.00;n/e;n/e;30.00;n/e;0.00;n/e;8.60;805.60
12/08/2024 04:00:00 - 12/08/2024 05:00:00;382.60;n/e;n/e;n/e;497.20;0.00;n/e;n/e;n/e;n/e;370.20;432.00;141.60;n/e;n/e;29.80;n/e;0.00;n/e;9.10;657.80
12/08/2024 05:00:00 - 12/08/2024 06:00:00;381.30;n/e;n/e;n/e;465.10;0.00;n/e;n/e;n/e;n/e;315.40;615.40;188.50;n/e;n/e;28.50;n/e;0.00;n/e;7.50;780.90
12/08/2024 06:00:00 - 12/08/2024 07:00:00;377.00;n/e;n/e;n/e;496.50;0.00;n/e;n/e;n/e;n/e;611.50;718.10;238.30;n/e;n/e;27.90;n/e;0.00;n/e;8.20;801.10
12/08/2024 07:00:00 - 12/08/2024 08:00:00;372.30;n/e;n/e;n/e;482.90;0.00;n/e;n/e;n/e;n/e;1262.30;839.00;423.50;n/e;n/e;27.30;n/e;2.10;n/e;7.10;760.60
12/08/2024 08:00:00 - 12/08/2024 09:00:00;377.70;n/e;n/e;n/e;535.70;0.00;n/e;n/e;n/e;n/e;1239.30;559.00;315.40;n/e;n/e;26.70;n/e;178.30;n/e;7.30;686.90
12/08/2024 09:00:00 - 12/08/2024 10:00:00;375.40;n/e;n/e;n/e;554.10;0.00;n/e;n/e;n/e;n/e;397.80;622.50;147.40;n/e;n/e;28.50;n/e;827.90;n/e;3.70;632.70
12/08/2024 10:00:00 - 12/08/2024 11:00:00;368.60;n/e;n/e;n/e;584.20;0.00;n/e;n/e;n/e;n/e;192.60;508.70;39.90;n/e;n/e;29.50;n/e;1540.90;n/e;0.20;472.80
12/08/2024 11:00:00 - 12/08/2024 12:00:00;362.20;n/e;n/e;n/e;749.00;0.00;n/e;n/e;n/e;n/e;4.00;469.00;3.50;n/e;n/e;29.60;n/e;2044.00;n/e;0.10;400.50
12/08/2024 12:00:00 - 12/08/2024 13:00:00;372.40;n/e;n/e;n/e;780.60;0.00;n/e;n/e;n/e;n/e;0.00;386.60;83.90;n/e;n/e;29.60;n/e;2373.60;n/e;2.40;399.90
12/08/2024 13:00:00 - 12/08/2024 14:00:00;375.90;n/e;n/e;n/e;726.70;0.00;n/e;n/e;n/e;n/e;0.00;330.00;74.40;n/e;n/e;29.70;n/e;2516.80;n/e;1.60;582.80
12/08/2024 14:00:00 - 12/08/2024 15:00:00;374.10;n/e;n/e;n/e;759.70;0.00;n/e;n/e;n/e;n/e;0.00;273.50;62.60;n/e;n/e;28.80;n/e;2527.90;n/e;0.30;851.00
12/08/2024 15:00:00 - 12/08/2024 16:00:00;353.00;n/e;n/e;n/e;818.10;0.00;n/e;n/e;n/e;n/e;0.00;267.90;71.90;n/e;n/e;28.80;n/e;2511.70;n/e;0.80;1045.50
12/08/2024 16:00:00 - 12/08/2024 17:00:00;350.70;n/e;n/e;n/e;831.00;0.00;n/e;n/e;n/e;n/e;0.00;234.40;63.40;n/e;n/e;28.70;n/e;2404.70;n/e;1.20;1262.30
12/08/2024 17:00:00 - 12/08/2024 18:00:00;349.60;n/e;n/e;n/e;792.90;0.00;n/e;n/e;n/e;n/e;0.00;199.30;77.20;n/e;n/e;28.60;n/e;2127.80;n/e;1.30;1589.00
12/08/2024 18:00:00 - 12/08/2024 19:00:00;347.70;n/e;n/e;n/e;762.80;0.00;n/e;n/e;n/e;n/e;0.30;261.70;65.80;n/e;n/e;28.90;n/e;1674.90;n/e;4.30;2284.00
12/08/2024 19:00:00 - 12/08/2024 20:00:00;345.20;n/e;n/e;n/e;616.90;0.00;n/e;n/e;n/e;n/e;154.80;541.90;208.70;n/e;n/e;29.30;n/e;998.70;n/e;9.30;2953.50
12/08/2024 20:00:00 - 12/08/2024 21:00:00;348.80;n/e;n/e;n/e;624.20;0.00;n/e;n/e;n/e;n/e;783.40;624.70;205.20;n/e;n/e;29.20;n/e;309.50;n/e;11.80;3073.50
12/08/2024 21:00:00 - 12/08/2024 22:00:00;356.60;n/e;n/e;n/e;556.90;0.00;n/e;n/e;n/e;n/e;1491.10;695.70;283.70;n/e;n/e;29.50;n/e;15.10;n/e;9.80;2898.30
12/08/2024 22:00:00 - 12/08/2024 23:00:00;357.20;n/e;n/e;n/e;530.80;0.00;n/e;n/e;n/e;n/e;1428.80;805.10;306.00;n/e;n/e;29.30;n/e;0.20;n/e;8.40;2630.20
12/08/2024 23:00:00 - 13/08/2024 00:00:00;355.10;n/e;n/e;n/e;558.40;0.00;n/e;n/e;n/e;n/e;916.70;560.20;216.60;n/e;n/e;29.10;n/e;0.10;n/e;5.20;2444.70
13/08/2024 00:00:00 - 13/08/2024 01:00:00;363.50;n/e;n/e;n/e;552.90;0.00;n/e;n/e;n/e;n/e;1172.00;578.50;281.00;n/e;n/e;30.60;n/e;0.10;n/e;3.70;2226.80
13/08/2024 01:00:00 - 13/08/2024 02:00:00;357.30;n/e;n/e;n/e;538.40;0.00;n/e;n/e;n/e;n/e;925.60;591.60;305.40;n/e;n/e;30.30;n/e;0.10;n/e;4.70;1839.90
13/08/2024 02:00:00 - 13/08/2024 03:00:00;359.10;n/e;n/e;n/e;490.20;0.00;n/e;n/e;n/e;n/e;514.30;410.90;296.10;n/e;n/e;30.70;n/e;0.10;n/e;5.40;1762.80
13/08/2024 03:00:00 - 13/08/2024 04:00:00;357.80;n/e;n/e;n/e;506.20;0.00;n/e;n/e;n/e;n/e;629.10;256.70;329.10;n/e;n/e;30.30;n/e;0.00;n/e;3.60;1838.30
13/08/2024 04:00:00 - 13/08/2024 05:00:00;359.80;n/e;n/e;n/e;515.00;0.00;n/e;n/e;n/e;n/e;509.70;156.00;283.70;n/e;n/e;30.20;n/e;0.00;n/e;2.10;1883.10
13/08/2024 05:00:00 - 13/08/2024 06:00:00;359.80;n/e;n/e;n/e;506.30;0.00;n/e;n/e;n/e;n/e;469.60;424.10;338.50;n/e;n/e;30.00;n/e;0.00;n/e;0.60;1940.80
13/08/2024 06:00:00 - 13/08/2024 07:00:00;355.40;n/e;n/e;n/e;529.00;0.00;n/e;n/e;n/e;n/e;1150.20;486.80;317.70;n/e;n/e;28.90;n/e;0.00;n/e;0.00;1866.10
13/08/2024 07:00:00 - 13/08/2024 08:00:00;356.70;n/e;n/e;n/e;518.90;0.00;n/e;n/e;n/e;n/e;1367.40;641.60;510.50;n/e;n/e;29.50;n/e;1.60;n/e;0.00;1824.90
13/08/2024 08:00:00 - 13/08/2024 09:00:00;357.00;n/e;n/e;n/e;550.50;0.00;n/e;n/e;n/e;n/e;938.60;614.30;344.70;n/e;n/e;29.80;n/e;115.60;n/e;0.00;1687.40
13/08/2024 09:00:00 - 13/08/2024 10:00:00;356.90;n/e;n/e;n/e;551.00;0.00;n/e;n/e;n/e;n/e;338.90;259.40;56.20;n/e;n/e;30.30;n/e;482.60;n/e;0.00;1650.80
13/08/2024 10:00:00 - 13/08/2024 11:00:00;348.00;n/e;n/e;n/e;497.00;0.00;n/e;n/e;n/e;n/e;587.70;375.00;285.40;n/e;n/e;30.20;n/e;1099.40;n/e;0.00;1381.20
13/08/2024 11:00:00 - 13/08/2024 12:00:00;347.10;n/e;n/e;n/e;667.50;0.00;n/e;n/e;n/e;n/e;11.80;354.10;37.10;n/e;n/e;30.00;n/e;1698.90;n/e;0.00;1307.50
13/08/2024 12:00:00 - 13/08/2024 13:00:00;352.50;n/e;n/e;n/e;789.10;0.00;n/e;n/e;n/e;n/e;0.00;329.10;38.00;n/e;n/e;30.30;n/e;2182.50;n/e;0.20;1621.70
13/08/2024 13:00:00 - 13/08/2024 14:00:00;352.80;n/e;n/e;n/e;841.60;0.00;n/e;n/e;n/e;n/e;0.00;293.30;14.40;n/e;n/e;30.40;n/e;2359.90;n/e;1.10;1573.10
13/08/2024 14:00:00 - 13/08/2024 15:00:00;351.20;n/e;n/e;n/e;821.90;0.00;n/e;n/e;n/e;n/e;159.90;273.60;4.90;n/e;n/e;30.10;n/e;2384.40;n/e;1.00;1102.40
13/08/2024 15:00:00 - 13/08/2024 16:00:00;350.70;n/e;n/e;n/e;774.00;0.00;n/e;n/e;n/e;n/e;399.50;289.80;201.00;n/e;n/e;29.80;n/e;2489.30;n/e;0.60;1231.20
13/08/2024 16:00:00 - 13/08/2024 17:00:00;351.60;n/e;n/e;n/e;833.90;0.00;n/e;n/e;n/e;n/e;8.30;242.90;85.70;n/e;n/e;29.30;n/e;2304.50;n/e;0.50;1701.10
13/08/2024 17:00:00 - 13/08/2024 18:00:00;348.80;n/e;n/e;n/e;853.10;0.00;n/e;n/e;n/e;n/e;0.00;210.40;80.10;n/e;n/e;29.90;n/e;2033.20;n/e;0.70;2062.50
13/08/2024 18:00:00 - 13/08/2024 19:00:00;346.50;n/e;n/e;n/e;826.60;0.00;n/e;n/e;n/e;n/e;25.80;228.90;66.00;n/e;n/e;29.70;n/e;1609.40;n/e;0.60;2235.20
13/08/2024 19:00:00 - 13/08/2024 20:00:00;343.70;n/e;n/e;n/e;832.10;0.00;n/e;n/e;n/e;n/e;170.70;435.50;122.20;n/e;n/e;30.50;n/e;959.30;n/e;1.60;2112.50
13/08/2024 20:00:00 - 13/08/2024 21:00:00;347.50;n/e;n/e;n/e;571.00;0.00;n/e;n/e;n/e;n/e;1383.00;645.20;254.80;n/e;n/e;30.10;n/e;302.50;n/e;3.20;2097.30
13/08/2024 21:00:00 - 13/08/2024 22:00:00;355.50;n/e;n/e;n/e;604.00;0.00;n/e;n/e;n/e;n/e;1906.00;870.40;478.00;n/e;n/e;29.60;n/e;13.10;n/e;3.70;2089.70
13/08/2024 22:00:00 - 13/08/2024 23:00:00;359.10;n/e;n/e;n/e;578.70;0.00;n/e;n/e;n/e;n/e;1769.50;852.00;431.40;n/e;n/e;30.60;n/e;0.20;n/e;3.90;1824.00
13/08/2024 23:00:00 - 14/08/2024 00:00:00;357.30;n/e;n/e;n/e;529.10;0.00;n/e;n/e;n/e;n/e;1588.50;723.90;424.80;n/e;n/e;30.60;n/e;0.10;n/e;1.90;1570.10
14/08/2024 00:00:00 - 14/08/2024 01:00:00;357.80;n/e;n/e;n/e;519.90;0.00;n/e;n/e;n/e;n/e;1308.70;680.70;418.10;n/e;n/e;30.30;n/e;0.10;n/e;0.20;1536.20
14/08/2024 01:00:00 - 14/08/2024 02:00:00;359.50;n/e;n/e;n/e;482.10;0.00;n/e;n/e;n/e;n/e;919.70;608.30;309.20;n/e;n/e;30.70;n/e;0.10;n/e;4.30;1537.40
14/08/2024 02:00:00 - 14/08/2024 03:00:00;362.90;n/e;n/e;n/e;492.30;0.00;n/e;n/e;n/e;n/e;296.90;563.20;242.40;n/e;n/e;31.00;n/e;0.10;n/e;14.80;1477.10
14/08/2024 03:00:00 - 14/08/2024 04:00:00;361.90;n/e;n/e;n/e;506.10;0.00;n/e;n/e;n/e;n/e;351.80;574.20;260.50;n/e;n/e;30.90;n/e;0.10;n/e;14.90;1327.50
